id,moves,winner
NfeT7bUA,"['e4', 'e6', 'd4', 'd6', 'b3', 'Nf6', 'f3', 'Nfd7', 'Bb2', 'Be7', 'Nc3', 'O-O', 'Qd2', 'c6', 'Nge2', 'd5', 'e5', 'f6', 'g4', 'f5', 'g5', 'Bxg5', 'f4', 'Bh6', 'O-O-O', 'g5', 'Rg1', 'Rf7', 'fxg5', 'Bxg5', 'Rxg5+', 'Rg7', 'h4', 'Rxg5', 'hxg5', 'Nf8', 'Nf4', 'Ng6', 'Be2', 'Nxf4', 'Qxf4', 'Nd7', 'Rg1', 'Nf8', 'Bh5', 'Ng6', 'Bxg6', 'hxg6', 'Rh1', 'Qe7', 'Rh6', 'Qg7', 'Qh4', 'Bd7', 'Ne2', 'Kf7', 'Nf4', 'Ke8', 'Rh7', 'Kf7', 'Rh6', 'Ke7', 'Nxg6+', 'Kd8', 'Rh8+', 'Kc7', 'Rh5', 'Qxg6', 'Bc3', 'Be8', 'Bb4', 'Qxh5', 'Qe1', 'Qxg5+', 'Kb2', 'f4', 'Bd2', 'Qg4', 'Qe2', 'f3', 'Qd3', 'Qg2', 'Qc3', 'f2', 'Qa5+', 'b6']",black
NONKNDw6,"['d4', 'e6', 'Nf3', 'd5', 'e3', 'Nf6', 'c4', 'Bb4+', 'Bd2', 'Qe7', 'Bxb4', 'Qxb4+', 'Qd2', 'Qe7', 'Bd3', 'Ne4', 'Bxe4', 'dxe4', 'Ne5', 'b6', 'c5', 'O-O', 'cxb6', 'Ba6', 'Nc3', 'axb6', 'a3', 'Nd7', 'b4', 'Nxe5', 'dxe5', 'Rfd8', 'Qc2', 'Rd3', 'Rd1', 'Rad8', 'Ne2', 'Rxd1+', 'Qxd1', 'Rxd1+', 'Kxd1', 'Qd7+']",black
OOuELkH4,"['c4', 'c6', 'g3', 'd5', 'cxd5', 'Nf6', 'dxc6', 'Nxc6', 'Bg2', 'Bf5', 'Nf3', 'e5', 'Nc3', 'e4', 'Nh4', 'Bg6', 'Nxg6', 'hxg6', 'Nxe4', 'Be7', 'O-O', 'O-O', 'Nc3', 'Rc8', 'b3', 'a6', 'Bb2', 'b5', 'Rc1', 'Nd4', 'e3', 'Nf5', 'd4', 'Qa5', 'a3', 'Qd8', 'Bh3', 'Rb8', 'Bxf5', 'gxf5', 'd5', 'Ng4', 'b4', 'Bd6', 'Ne2', 'Qg5', 'h3', 'Ne5', 'Bxe5', 'Bxe5', 'f4', 'Bxf4', 'exf4', 'Qf6', 'Qd4', 'Rfe8', 'Qxf6', 'gxf6', 'Nd4', 'Red8', 'Nxf5', 'Rxd5', 'Ne7+', 'Kg7', 'Nxd5', 'Rd8', 'Rcd1', 'Re8', 'Rfe1', 'Rc8', 'Ne7', 'Rc2', 'Nf5+', 'Kg6', 'Nd4', 'Ra2', 'f5+', 'Kg7', 'Re4', 'Rxa3', 'Rg4+', 'Kh7', 'Re1', 'Rf3', 'Kg2', 'Rxf5', 'Nxf5', 'Kh8', 'Rg7', 'a5', 'Re8#']",white
xNlzsQfs,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'dxc4', 'Nf3', 'g6', 'e4', 'Bg7', 'Bxc4', 'Bd7', 'O-O', 'a6', 'Bb3', 'b5', 'a4', 'bxa4', 'Nxa4', 'Bxa4', 'Bxa4+', 'c6', 'Qc2', 'Ne7', 'd5', 'exd5', 'exd5', 'O-O', 'dxc6', 'Qc7', 'Bg5', 'Nbxc6', 'Rac1', 'f6', 'Be3', 'Rac8', 'Rfd1', 'Rfd8', 'Qb3+', 'Kf8', 'Rxd8+', 'Rxd8', 'Bc5', 'Qd7', 'Rd1', 'Qxd1+', 'Qxd1', 'Rxd1+', 'Bxd1', 'Kf7', 'Bb3+', 'Ke8', 'Nd2', 'Kd7', 'h3', 'Nf5', 'Kh2', 'Nfd4', 'Bxd4', 'Nxd4']",black
85iGimZ1,"['e4', 'd5', 'Nf3', 'dxe4', 'Ng5', 'Nf6', 'd3', 'Bg4', 'f3', 'exf3', 'Nxf3', 'Nc6', 'h3', 'Bh5', 'Be2', 'Qd7', 'O-O', 'O-O-O', 'Bg5', 'h6', 'Bxf6', 'exf6', 'Nbd2', 'Bc5+', 'Kh1', 'Rhe8', 'Ne4', 'Bb6', 'Ng3', 'Bg6', 'c4', 'Qe7', 'a4', 'Qe3', 'a5', 'Bd4', 'Nxd4', 'Nxd4', 'Bf3', 'Nxf3', 'Rxf3', 'Qe5', 'Ne4', 'Bxe4', 'dxe4', 'Rxd1+', 'Rxd1', 'Rd8', 'Rxd8+', 'Kxd8', 'Rd3+', 'Kc8', 'Rg3', 'Qxe4', 'Rxg7', 'b6', 'Rxf7', 'bxa5', 'Rxf6', 'Qe1+', 'Kh2', 'Qe5+', 'Rf4', 'Qxf4+', 'g3', 'Qxc4']",black
tbB7qw6n,"['d4', 'd5', 'Nf3', 'e5', 'g3', 'e4', 'Ng1', 'c5', 'Bg2', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'c3', 'Bc5', 'Nd2', 'Bxf2+', 'Kxf2', 'Ng4+', 'Ke1', 'Ne3', 'Bf1', 'Nxd1', 'Kxd1', 'O-O', 'Nb3', 'f5', 'Bf4', 'g5', 'Be3', 'f4', 'gxf4', 'gxf4', 'Bd4', 'Nxd4', 'Nxd4', 'f3', 'exf3', 'exf3', 'Ngxf3', 'Qf6', 'Be2', 'Bg4', 'Nd2', 'Bxe2+', 'Nxe2', 'Rae8', 'Nd4', 'Kh8', 'Rg1', 'Qf2', 'Rg3', 'Qxh2', 'Rd3', 'Rf2', 'Kc2', 'Re4', 'Nb3', 'Ree2', 'Rd1', 'Kg7', 'Rxd5', 'Kf6', 'Rd3', 'Ke5', 'Nd4', 'Re4']",black
iXJMatVH,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'c5', 'd4', 'cxd4', 'Nxd4', 'Nc6', 'Be3', 'Nf6', 'Qd2', 'd6', 'Bh6', 'Bxh6', 'Qxh6', 'Nxd4', 'Qd2', 'Nc6', 'O-O-O', 'O-O', 'Qh6', 'Ng4', 'Qh4', 'e5', 'Qg3', 'Qg5+', 'Kb1', 'Nd4', 'h3', 'Qf4', 'Qxf4', 'exf4', 'hxg4', 'Ne6', 'Bc4', 'Nc5', 'Nd5', 'Bxg4', 'Nf6+', 'Kg7', 'Nxg4', 'h5', 'Nh2', 'a6', 'Nf3', 'b5', 'Bd5', 'Rac8', 'e5', 'dxe5', 'Nxe5', 'Rfe8', 'Rhe1', 'f6', 'Nf7', 'Rxe1', 'Rxe1', 'Rd8', 'Be6', 'Nxe6', 'Kc1', 'Kxf7', 'g3', 'fxg3', 'fxg3', 'Ng5', 'c3', 'Nf3', 'Rf1', 'Ne5', 'Re1', 'g5', 'Kc2', 'h4', 'b3', 'hxg3', 'Rg1', 'Rh8', 'Rxg3', 'Rh2+', 'Kc1', 'Rf2', 'Re3', 'Rf5', 'Re2', 'Ke6', 'Kd1', 'Rf4', 'Rd2', 'Rf3', 'Ke1', 'Rd3', 'Rf2', 'Re3+', 'Re2', 'Rxc3', 'Rc2', 'Rxc2', 'Kd1', 'Rxa2', 'Kc1', 'Ra3']",black
wCgCimxO,"['d4', 'd6', 'Nf3', 'g6', 'Bg5', 'Bg7', 'e3', 'Nc6', 'h4', 'a6', 'h5', 'Nf6', 'hxg6', 'hxg6', 'Rxh8+', 'Bxh8', 'Bc4', 'Bf5', 'Nc3', 'Qd7', 'Kd2', 'e6', 'Bxf6', 'Bxf6', 'Qe2', 'd5', 'Bb3', 'Na5', 'Na4', 'Nxb3+', 'axb3', 'Qc6', 'Nc5', 'b6', 'Nxa6', 'Qxc2+', 'Ke1', 'Kd7', 'Qb5+', 'Ke7', 'Rd1', 'Qxb2', 'Nxc7', 'Ra2', 'Nd2', 'Ra8', 'Nxa8', 'Qxd2+', 'Rxd2', 'Kf8', 'Qd7', 'Kg7', 'Nc7', 'g5', 'Nxe6+', 'Bxe6', 'Qxe6', 'Kg6']",black
Kgkrgx2n,"['e3', 'd5', 'b3', 'Nf6', 'c4', 'c5', 'cxd5', 'Nxd5', 'Bb2', 'f6', 'Nf3', 'e5', 'd3', 'Nc6', 'Nbd2', 'Be6', 'a3', 'Be7', 'Qc2', 'O-O', 'e4', 'Nf4', 'g3', 'Ng6', 'Be2', 'b6', 'O-O', 'Nd4', 'Nxd4', 'cxd4', 'Rac1', 'Rc8', 'Qd1', 'Qd6', 'b4', 'Qd7', 'Nf3', 'Bh3', 'Re1', 'Bg4', 'Kg2', 'Bxf3+', 'Bxf3', 'h5', 'Bxh5', 'Kf7', 'Bg4', 'Qd6', 'Bxc8', 'Rg8', 'Bf5', 'Nh4+', 'gxh4', 'g5', 'Qh5+', 'Kf8', 'Qh7', 'gxh4+', 'Kh1', 'Rg7', 'Qh8+', 'Kf7', 'Rg1', 'Rxg1+', 'Rxg1']",white
TsuOhCIX,"['d4', 'h6', 'e4', 'a6', 'Be3', 'd6', 'Bd3', 'e6', 'Nd2', 'Be7', 'Ne2', 'Nd7', 'b3', 'c6', 'c4', 'b6', 'O-O', 'Bb7', 'a4', 'g5', 'Ng3', 'Nf8', 'd5', 'cxd5', 'exd5', 'e5', 'Bf5', 'Bc8', 'Nde4', 'Bxf5', 'Nxf5', 'Ng6', 'Nfg3', 'Nf4', 'Nf5', 'Nf6', 'Ng7+', 'Kf8', 'Nf5', 'Nxe4', 'g3', 'Ng6', 'f3', 'Nf6', 'b4', 'g4', 'fxg4', 'Nxg4', 'Qxg4', 'h5', 'Qe2', 'Bg5', 'Bxg5']",white
n8OjXLAO,"['e4', 'd6', 'd4', 'g6', 'c4', 'Bg7', 'Nf3', 'Nf6', 'Bd3', 'O-O', 'h3', 'Nc6', 'O-O', 'Qe8', 'Nc3', 'Bd7', 'a3', 'Qc8', 'Kh2', 'e5', 'd5', 'Nd4', 'Nxd4', 'exd4', 'Ne2', 'c5', 'dxc6', 'Qxc6', 'Nxd4', 'Qc5', 'Be3', 'Qe5+', 'Kg1', 'Nh5', 'f4', 'Qe8', 'Qf3', 'f5', 'exf5', 'gxf5', 'Rae1', 'Nf6', 'Nxf5', 'Bxf5', 'Bxf5']",white
mzZsyE8d,"['d4', 'e5', 'Nc3', 'exd4', 'Qxd4', 'Nc6', 'Qd3', 'Bc5', 'e4', 'Nf6', 'Nf3', 'O-O', 'h4', 'Re8', 'Bg5', 'h6', 'O-O-O', 'd6', 'Be3', 'Bb4', 'Bd2', 'Bxc3', 'Bxc3', 'Nxe4', 'Ng5', 'hxg5', 'hxg5', 'Qxg5+', 'Kb1', 'Nxc3+', 'Qxc3', 'Bg4', 'f3', 'Bf5', 'Bd3', 'Re3', 'g4', 'Bxd3', 'Rxd3', 'Rae8', 'Rhd1', 'Rxd3', 'Qxg7+']",white
gK1Jf0ru,"['e4', 'c5', 'Nc3', 'Nc6', 'Nf3', 'g6', 'd4', 'cxd4', 'Nxd4', 'Bg7', 'Be3', 'Qb6', 'Qd2', 'Nxd4', 'Nd5', 'Qc5', 'c3', 'Qc6', 'cxd4', 'Nf6', 'Rc1', 'Nxe4', 'Nc7+', 'Qxc7', 'Rxc7', 'Nxd2', 'Kxd2', 'O-O', 'Bb5', 'a6', 'Bxd7', 'Bxd7', 'Rxd7', 'Rfd8', 'Rxd8+', 'Rxd8', 'Ke2', 'Bxd4', 'Rd1']",white
EwlVgsI7,"['e4', 'd5', 'd4', 'g6', 'Nc3', 'dxe4', 'Nxe4', 'Bg7', 'Nf3', 'c6', 'Bf4', 'Nf6', 'Nxf6+', 'Bxf6', 'Bc4', 'Bg7', 'O-O', 'O-O', 'Re1', 'e6', 'Qe2', 'Nd7', 'Bg5', 'Qa5', 'c3', 'Nb6', 'Bb3', 'h6', 'Be7', 'Re8', 'Bb4', 'Qf5', 'Nh4', 'Qg5', 'g3', 'Nd5', 'Bxd5', 'cxd5', 'f4', 'Qf6', 'Qe5', 'Qxe5', 'fxe5', 'Bd7', 'Rf1', 'Bb5']",black
TGRU1dLc,"['d4', 'd6', 'Bf4', 'Nf6', 'e3', 'g6', 'Nf3', 'Nh5', 'Bg3', 'Bg7', 'Bd3', 'c6', 'O-O', 'O-O', 'h3', 'Nxg3', 'fxg3', 'Qb6', 'b3', 'Nd7', 'c4', 'c5', 'd5', 'Bxa1', 'Nbd2', 'Bg7', 'e4', 'Ne5', 'Nxe5', 'Bxe5', 'g4', 'a6', 'Nf3', 'Bg7', 'Re1', 'Qc7', 'a4', 'b6', 'Qa1']",black
ntQqkbYc,"['e4', 'e5', 'Nf3', 'Nf6', 'Qe2', 'Nc6', 'g3', 'd6', 'Bg2', 'Be7', 'O-O', 'O-O', 'd3', 'b6', 'Bg5', 'Ba6', 'Bxf6', 'gxf6', 'Nc3', 'h6', 'Qe3', 'Nb4', 'Rfc1', 'd5', 'Qxh6', 'dxe4', 'dxe4', 'f5', 'Rd1', 'Bg5', 'Qh3', 'Qe7', 'Nd5', 'Nxd5', 'exd5', 'c6', 'dxc6', 'Rac8', 'Nd4', 'Rfd8', 'Nxf5', 'Rxd1+', 'Rxd1', 'Qf6', 'g4', 'Rxc6', 'Bxc6', 'Qxc6', 'Rd8+']",white
2kILuEVJ,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Bb4', 'a3', 'Ba5', 'b4', 'Bb6', 'Nd5', 'd6', 'Nxb6', 'axb6', 'Be2', 'Nxb4', 'Bb2', 'Nc6', 'O-O', 'Nf6', 'd3', 'O-O', 'h4', 'Bg4', 'Nh2', 'Bxe2', 'Qxe2', 'Qd7', 'h5', 'Qe6', 'h6', 'g6', 'Kh1', 'Nh5', 'g4', 'Nf4', 'Qf3', 'Qf6', 'Rg1', 'Qh4', 'Raf1', 'Nd8', 'Bc1', 'Nde6', 'Rg3', 'Qg5', 'Bb2', 'c5', 'c3', 'b5', 'd4', 'cxd4', 'cxd4', 'Nxd4', 'Bxd4', 'exd4', 'Qb3', 'd3', 'Qxb5', 'Qxb5', 'Nf3']",black
1VLWZcl4,"['e4', 'c5', 'Nf3', 'Nc6', 'Bc4', 'e6', 'O-O', 'Bd6', 'd4', 'cxd4', 'Nxd4', 'Qc7', 'Re1', 'Bxh2+', 'Kh1', 'Be5', 'Nf3', 'Nf6', 'Bb5', 'Ng4', 'Qe2', 'Nd4', 'Nxd4', 'Nxf2+', 'Qxf2', 'Bg3', 'Qe2', 'Bxe1', 'Qxe1', 'Qc5', 'c3', 'e5', 'b4', 'Qb6', 'Nf5', 'Qxb5', 'Nd6+', 'Ke7', 'Nxb5', 'a6', 'N5a3']",white
26gxM2ZV,"['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Nc6', 'd4', 'Be7', 'Bb5', 'Bd7', 'O-O', 'a6', 'Bc4', 'Nf6', 'd5', 'Nd4', 'Nxd4', 'exd4', 'Ne2', 'c5', 'dxc6', 'Bxc6', 'Nxd4', 'Bxe4', 'Re1', 'O-O', 'f3', 'Bc6', 'Nxc6', 'bxc6', 'Qe2', 'Re8', 'Bb3', 'Nd5', 'Qc4', 'Bh4', 'Rxe8+', 'Qxe8', 'Bd2', 'Qe2', 'Qxe2']",white
ZGiu9Xnm,"['e4', 'e6', 'f4', 'd5', 'e5', 'c5', 'Nf3', 'Nc6', 'c3', 'Bd7', 'Bb5', 'Qb6', 'Bxc6', 'Bxc6', 'd4', 'cxd4', 'Nxd4', 'Bc5', 'Be3', 'Bxd4', 'Bxd4', 'Qxb2', 'Nd2', 'Ba4', 'Qc1', 'Qxc1+', 'Rxc1', 'Ne7', 'O-O', 'b6', 'c4', 'Bc6', 'cxd5', 'Bxd5', 'Nc4', 'O-O', 'Nd6', 'Rfd8', 'Bf2', 'Nc8', 'Rc7', 'Nxd6', 'exd6', 'Rxd6', 'Bd4', 'Rad8', 'Be5', 'R6d7', 'h3', 'Rxc7', 'Bxc7', 'Rc8', 'Be5', 'Rc2', 'Rf2', 'Rxf2', 'Kxf2', 'f6', 'Bd4', 'Kf7', 'g4', 'Ke7', 'Ke3', 'Kd6', 'h4', 'e5', 'fxe5+', 'fxe5', 'Bc3', 'b5', 'g5', 'Bxa2', 'Bb4+', 'Kd5', 'Bc3', 'g6', 'Bd2', 'Bc4', 'Ba5', 'Kc5', 'Bc7', 'b4', 'Bxe5', 'b3', 'Bb2', 'a5', 'Kf4', 'Kb4', 'Ke5', 'a4', 'Kf6', 'a3', 'Bxa3+', 'Kxa3', 'Kg7', 'Bd3', 'Kxh7', 'b2', 'Kh6', 'Be4', 'h5', 'gxh5', 'Kxh5', 'b1=Q', 'Kh6', 'Qb6+', 'g6', 'Bxg6', 'Kg7', 'Qc6', 'Kf8', 'Qc5+']",black
LCf78uCR,"['e4', 'c6', 'd4', 'd5', 'e5', 'c5', 'c3', 'cxd4', 'cxd4', 'Nc6', 'Nf3', 'g6', 'Nc3', 'Bg7', 'Bb5', 'Bd7', 'O-O', 'e6', 'Be3', 'Nge7', 'Qd2', 'O-O', 'Bh6', 'Nf5', 'Bg5', 'Qb6', 'Bxc6', 'bxc6', 'Rad1', 'h6', 'Bf4', 'Kh7', 'Na4', 'Qb5', 'Nc5', 'Bc8', 'g4', 'Ne7', 'Kg2', 'Rb8', 'b3', 'Qb4', 'Qc1', 'a5', 'h4', 'Ba6', 'Nxa6']",white
FRojzcrV,"['e4', 'Nf6', 'e5', 'Nd5', 'd4', 'd6', 'Nf3', 'g6', 'Be2', 'Bg7', 'O-O', 'Nc6', 'c4', 'Nb6', 'Nc3', 'O-O', 'd5', 'Nxe5', 'Nxe5', 'Bxe5', 'f4', 'Bg7', 'Bd3', 'c6', 'Be3', 'cxd5', 'cxd5', 'e6', 'dxe6', 'Bxe6', 'Be4', 'd5', 'Nxd5', 'Nxd5', 'Bxd5', 'Qxd5', 'Qxd5', 'Bxd5', 'Rfd1', 'Rfd8', 'Rac1', 'Bxb2', 'Rc5', 'Bxa2', 'Rd2', 'Rxd2', 'Bxd2', 'Bd4+']",black
Zv7gKyX9,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Qf6', 'Nxc6', 'dxc6', 'Nc3', 'Be6', 'Bd3', 'O-O-O', 'O-O', 'Bc5', 'g3', 'Nh6', 'h4', 'Qe5', 'Bf4', 'Qd4', 'Qh5', 'Bb4', 'Ne2', 'Qb6', 'Be3', 'Bc5', 'Bxc5', 'Qb5', 'Bxb5', 'cxb5', 'Be7', 'Rde8', 'Qg5', 'f6', 'Qxg7', 'Ng4', 'Bxf6', 'Rhg8', 'Qxh7', 'Bc4', 'Qf5+', 'Kb8', 'Rfe1', 'Be6', 'Qxb5', 'Nxf6', 'Nf4', 'Bd7', 'Qb3', 'Bc6', 'Nd5', 'Nxd5', 'exd5', 'Rxe1+', 'Rxe1', 'Bd7', 'd6', 'cxd6', 'Qxg8+', 'Kc7', 'Qf7']",white
F9HHorU3,"['c4', 'e6', 'Nc3', 'd6', 'd4', 'Ne7', 'e4', 'Nd7', 'd5', 'g6', 'Be3', 'Bg7', 'Bd4', 'Bxd4', 'Qxd4', 'O-O', 'Nf3', 'c6', 'Qe3', 'cxd5', 'cxd5', 'exd5', 'Nxd5', 'Nxd5', 'exd5', 'Re8', 'Qxe8+', 'Qxe8+', 'Be2', 'Ne5', 'Rd1', 'Nxf3+', 'gxf3', 'Bf5', 'Rd2', 'Qa4', 'a3', 'Re8', 'Kf1', 'Bh3+', 'Kg1', 'Qb3', 'f4', 'Qa2', 'f3', 'Qb1+', 'Bf1', 'Qxf1#']",black
0lvtn8FS,"['d4', 'g6', 'Nf3', 'b6', 'e3', 'Bb7', 'Be2', 'Bg7', 'Nbd2', 'e6', 'O-O', 'Ne7', 'b3', 'd6', 'Bb2', 'O-O', 'a4', 'a5', 'Re1', 'Nd7', 'Bd3', 'Rc8', 'c4', 'c5', 'Qc2', 'd5', 'dxc5', 'Nxc5', 'Bxg7', 'Kxg7', 'Be2', 'dxc4', 'Nxc4', 'Ne4', 'Qb2+', 'Kg8', 'Red1', 'Qc7', 'Rd4', 'Nf6', 'Rad1', 'Rfd8', 'Rxd8+', 'Rxd8', 'Rxd8+', 'Qxd8', 'Qxf6', 'Nc6', 'Qxd8+', 'Nxd8', 'Nfe5', 'f6', 'Nf3', 'Kg7', 'Nxb6', 'Nc6', 'Nc4', 'e5', 'h3', 'Ne7', 'Kf1', 'Nf5', 'Ke1', 'g5', 'Bd3', 'Nd6', 'Nxd6', 'e4', 'Bxe4', 'Bxe4', 'Nxe4', 'f5', 'Nexg5', 'Kg6', 'Kd2', 'h6', 'Ne6', 'Kf6', 'Ned4']",white
ND8JGpj7,"['b3', 'e6', 'Bb2', 'd6', 'e4', 'Nf6', 'Nf3', 'Be7', 'd4', 'Nfd7', 'e5', 'O-O', 'exd6', 'Bxd6', 'd5', 'c6', 'dxe6', 'fxe6', 'Qe2', 'Be7', 'Qd3', 'Bf6', 'Qc3', 'Bxc3+', 'Bxc3', 'Nf6', 'Bd3', 'Nbd7', 'Ne5', 'Nb6', 'Nc4', 'Nbd5', 'Bxf6', 'Rxf6', 'Ne3', 'Nxe3', 'fxe3', 'Qf8', 'Rf1', 'Rxf1+', 'Bxf1', 'e5', 'Nd2', 'Be6', 'O-O-O', 'Bg4', 'Bd3', 'Bxd1', 'Kxd1', 'b5', 'c4', 'c5', 'cxb5', 'Rb8', 'a4', 'a6', 'bxa6', 'Ra8', 'b4', 'cxb4', 'a5', 'Qd8', 'Ke2', 'Rc8', 'Bc4+', 'Rxc4', 'Nxc4', 'Qa8', 'Nxe5', 'Qxa6+', 'Nc4', 'Qxc4+', 'Kf3', 'Qa6', 'e4', 'Qxa5', 'Kf4', 'Qc5', 'e5', 'b3', 'Kf5', 'b2', 'Ke4', 'b1=Q+', 'Kf4', 'Qd1', 'e6', 'Qdd4+', 'Kf3', 'Qcc3+', 'Ke2', 'Qdd2+', 'Kf1', 'Qcc1#']",black
BALnK24G,"['d4', 'g6', 'c4', 'Bh6', 'Nc3', 'Bxc1', 'Rxc1', 'b6', 'e4', 'Ba6', 'Nf3', 'e6', 'Bd3', 'Ne7', 'O-O', 'O-O', 'Re1', 'c6', 'd5', 'cxd5', 'cxd5', 'Bxd3', 'Qxd3', 'a5', 'd6', 'Nec6', 'e5', 'Na6', 'Ne4', 'Nc5', 'Nf6+', 'Kg7', 'Qe3', 'h6', 'a3', 'Nb7', 'Nd2', 'b5', 'Nde4', 'b4', 'Rc4', 'bxa3', 'bxa3', 'a4', 'Qc1', 'Nxe5', 'Rc7', 'Nd3', 'Qd1', 'Nxe1', 'Qxe1', 'Na5', 'Qc3', 'Nb3', 'Nh5+', 'Kh7', 'Qg7#']",white
2BGbQvHw,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'a6', 'cxd5', 'cxd5', 'Qb3', 'Nf6', 'Bg5', 'e6', 'Nf3', 'Nc6', 'e4', 'dxe4', 'Nxe4', 'Be7', 'Bxf6', 'Bxf6', 'Nxf6+', 'Qxf6', 'Rd1', 'O-O', 'Bd3', 'b5', 'O-O', 'Bb7', 'Rfe1', 'Kh8', 'd5', 'exd5', 'a4', 'b4', 'a5', 'Rad8', 'Bf1', 'd4', 'Nd2', 'g6', 'Ne4', 'Qf5', 'Rc1', 'Nxa5', 'Qxb4', 'Bxe4', 'Qxa5', 'Qxa5']",black
oHkqPMaC,"['Nc3', 'd5', 'd4', 'Bf5', 'Bg5', 'c6', 'Bf4', 'Nf6', 'e3', 'e6', 'Bd3', 'Bg6', 'Bxg6', 'hxg6', 'Be5', 'Nbd7', 'Nf3', 'Nxe5', 'Nxe5', 'Nd7', 'Nxd7', 'Qxd7', 'e4', 'dxe4', 'Nxe4', 'O-O-O', 'Ng5', 'f6', 'Nf3', 'Bd6', 'O-O', 'g5', 'a4', 'g4', 'Ne1', 'Rxh2', 'Qxg4', 'Rdh8', 'Nf3', 'Rh1#']",black
gpBUxx64,"['c4', 'Nf6', 'Nc3', 'c5', 'd3', 'e6', 'e4', 'd6', 'g3', 'g6', 'Bg2', 'Bg7', 'Nge2', 'Nc6', 'h3', 'O-O', 'Be3', 'a6', 'Qd2', 'Qc7', 'Bh6', 'b6', 'Bxg7', 'Kxg7', 'O-O', 'Bb7', 'Kh2', 'Nd4', 'Nxd4', 'cxd4', 'Ne2', 'e5', 'f4', 'Rac8', 'f5', 'Ba8', 'Rac1', 'Qd7', 'Qg5', 'h6', 'Qd2', 'Nh7', 'fxg6', 'fxg6', 'g4', 'Bb7', 'Ng3', 'Ng5', 'h4', 'Qxg4', 'hxg5', 'Qh4+', 'Bh3', 'hxg5', 'Qe2', 'Rh8', 'Qg2', 'g4', 'Kg1', 'gxh3', 'Qh2', 'Rcf8', 'b3', 'Bc8', 'Rce1', 'Bg4', 'Qf2', 'Rxf2', 'Kxf2', 'Rf8+', 'Kg1', 'Qxg3+']",black
GQpUHhmg,"['Nf3', 'd5', 'd4', 'e6', 'c4', 'c6', 'Qb3', 'Nf6', 'e3', 'Be7', 'cxd5', 'exd5', 'Nc3', 'O-O', 'Ne5', 'Nbd7', 'f4', 'Nxe5', 'fxe5', 'Ne4', 'Bd3', 'Bh4+', 'g3', 'Nxg3', 'hxg3', 'Bxg3+', 'Kf1', 'h6', 'Qd1', 'f6', 'e6', 'Bxe6', 'Qh5', 'Qd7', 'Ne2', 'Bg4', 'Qg6', 'Rfe8', 'Qh7+', 'Kf8', 'Qh8+', 'Kf7', 'Qh7', 'Re4', 'Bxe4', 'dxe4', 'Nxg3', 'f5', 'Kg2', 'Qe6', 'Rf1', 'Rg8', 'Nxf5', 'Bxf5', 'Rxf5+', 'Qxf5', 'Qxf5+', 'Ke7', 'Qxe4+', 'Kf6', 'Bd2', 'g5', 'Bc3', 'Kg7', 'd5+']",white
j0WyB0i0,"['g4', 'd5', 'Bg2', 'e5', 'c4', 'c6', 'Qc2', 'Ne7', 'h3', 'Be6', 'b3', 'Nd7', 'Bb2', 'f6', 'd3', 'Ng6', 'Nf3', 'Nf4', 'Bf1', 'Bb4+', 'Bc3', 'Qe7', 'a3', 'Bxc3+', 'Qxc3', 'd4', 'Qc2', 'h5', 'gxh5', 'Rxh5', 'e3', 'dxe3', 'fxe3', 'Ng6', 'Nbd2', 'Nh4', 'Nxh4', 'Rxh4', 'O-O-O', 'Kf7', 'Bg2', 'Qxa3+', 'Qb2', 'Qxb2+', 'Kxb2', 'Rah8', 'Nf3', 'R4h6', 'Rdg1', 'g5', 'Nd2', 'Bxh3', 'Bxh3', 'Rxh3', 'Rxh3', 'Rxh3', 'e4', 'Nc5', 'Ra1', 'a6', 'Kc2', 'Nxd3', 'Rf1', 'Nc5', 'Nf3', 'Ke6', 'b4', 'Nxe4', 'Kd3', 'Ng3', 'Ng1', 'Rh2', 'Rf3', 'Nf5', 'Ne2', 'e4+', 'Kxe4', 'Rxe2+', 'Kd3', 'Re3+', 'Rxe3+', 'Nxe3', 'Kxe3', 'Ke5', 'Kf3', 'f5', 'b5', 'axb5', 'cxb5', 'cxb5']",black
