id,moves,winner
YLfCD3JO,"['d4', 'Nf6', 'c4', 'e5', 'd5', 'e4', 'Qc2', 'c6', 'f3', 'exf3', 'exf3', 'cxd5', 'cxd5', 'Nxd5', 'Qe4+', 'Ne7', 'Bg5', 'f6', 'Bh4', 'Nc6', 'Ne2', 'd5', 'Qe3', 'Qa5+', 'Nbc3', 'd4', 'Nxd4', 'Nxd4', 'Qxd4', 'Bd7', 'Bxf6', 'gxf6', 'Qxf6', 'O-O-O', 'Qxh8', 'Nd5', 'Be2', 'Bb4', 'Qd4', 'Nxc3', 'bxc3', 'Bxc3+', 'Kf1', 'Bxd4', 'Rc1+', 'Kb8', 'g3', 'Qd2', 'Kg2', 'Qxe2#']",black
H6Jojbdx,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Nf3', 'c5', 'dxc5', 'e6', 'Be3', 'Nc6', 'c3', 'Be7', 'Nbd2', 'f6', 'Bb5', 'a6', 'Bxc6+', 'bxc6', 'O-O', 'Qc7', 'Bd4', 'Qa7', 'b4', 'a5', 'a4', 'Rb8', 'b5', 'Qb7', 'b6', 'Bd3', 'Re1', 'Bc4', 'exf6', 'Bxf6', 'Rxe6+', 'Ne7', 'Nxc4', 'dxc4', 'Bxf6', 'gxf6', 'Qd6', 'Rf8', 'Rae1', 'Rf7', 'h4', 'Rd8', 'Qf4']",white
oKNinJey,"['e4', 'g6', 'Nc3', 'Nf6', 'Nge2', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd5', 'Nc3', 'Qe5+', 'Qe2', 'Bg7', 'Qxe5', 'Bxe5', 'Bb5+', 'Bd7', 'Bxd7+', 'Nxd7', 'O-O', 'O-O-O', 'Re1', 'e6', 'd3', 'Bxc3', 'bxc3', 'Nb6', 'a4', 'Nd5', 'c4', 'Ne7', 'Bg5', 'Rd7', 'a5', 'a6', 'Rab1', 'h6', 'Bf6', 'Re8', 'Rb3', 'Nc6', 'Bc3', 'Nb8', 'Reb1', 'c6', 'Be5', 'f5', 'Rb6', 'Rdd8']",white
48jeLjOg,"['b3', 'g6', 'Bb2', 'Nf6', 'Bxf6', 'exf6', 'c3', 'Bg7', 'd4', 'O-O', 'e3', 'Re8', 'Bd3', 'd5', 'Qc2', 'c5', 'Ne2', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'bxc6', 'O-O', 'a5', 'a4', 'Qb6', 'Na3', 'Ba6', 'c4', 'Rad8', 'cxd5', 'cxd5', 'Bxa6', 'Qxa6', 'Qb2', 'Qd6', 'Qc2', 'f5', 'Ra2', 'd4', 'Nb5', 'Qd5', 'exd4', 'Bxd4', 'Nxd4', 'Qxd4', 'Rc1', 'Qd5', 'Qb2', 'Qd4', 'Qxd4', 'Rxd4', 'Rac2', 'Rb4', 'Rc3', 'Reb8', 'Rb1', 'Kg7', 'f3', 'Kf6', 'Kf2', 'h5', 'Ke3', 'h4', 'Kd3', 'h3', 'Rc4', 'Rxb3+', 'Rxb3', 'Rxb3+', 'Kd4', 'hxg2', 'Rc2', 'Rb4+', 'Kc3', 'g1=Q']",black
qBbSLXWz,"['d4', 'c6', 'c4', 'Nf6', 'Nc3', 'e6', 'e4', 'd5', 'e5', 'Nfd7', 'cxd5', 'cxd5', 'Nf3', 'Nc6', 'Bd3', 'Qb6', 'O-O', 'Nxd4', 'Nxd4', 'Qxd4', 'Be3', 'Qxe5', 'Nb5', 'a6', 'Bd4', 'Qb8', 'Nc3', 'e5', 'Re1', 'Be7', 'Nxd5', 'exd4', 'Nxe7', 'Kf8', 'Qf3', 'Nf6', 'Rac1', 'Be6', 'Rxe6', 'fxe6', 'Rc8+', 'Kxe7', 'Rxb8', 'Raxb8', 'h3', 'Rhd8', 'Qg3', 'Kf8', 'Qe5', 'Re8', 'Qd6+', 'Kg8', 'Bc4', 'Nd5', 'Bxd5', 'exd5', 'Qxd5+', 'Kh8', 'Qxd4', 'Rbd8', 'Qb6', 'Rd7', 'a4', 'h6', 'b4', 'Re4', 'b5', 'Rxa4', 'bxa6', 'Rxa6', 'Qb5', 'Rc7', 'Kh2', 'Kh7', 'g3', 'Ra2', 'h4', 'Rcc2', 'Qf5+', 'Kg8', 'Qe6+', 'Kh7', 'Qe4+', 'Kg8', 'Qe8+', 'Kh7', 'Qe4+', 'Kg8', 'Qf5', 'Rxf2+', 'Qxf2', 'Rxf2+', 'Kh3', 'Rf6', 'Kg4', 'Rc6', 'Kf3', 'Rc4', 'Kg2', 'b5', 'Kh3', 'Rc3', 'Kg2', 'b4', 'Kh3', 'b3', 'Kg2', 'b2', 'Kh3', 'b1=Q', 'Kh2', 'Qb2+', 'Kh3', 'Rc1', 'Kg4', 'Qf2', 'Kh3', 'Qf4', 'gxf4', 'Rc3+', 'Kg4', 'Rc4', 'Kf5', 'Rxf4+', 'Kxf4', 'g6', 'Kg4', 'Kf7']",black
1ioM8lMB,"['e4', 'c5', 'd3', 'Nc6', 'c3', 'g6', 'Be2', 'Bg7', 'f4', 'd6', 'h4', 'f5', 'exf5', 'Bxf5', 'g4', 'Bd7', 'h5', 'Nf6', 'hxg6', 'hxg6', 'Rxh8+', 'Bxh8', 'f5', 'e5', 'fxg6', 'Bg7', 'g5', 'Nd5', 'c4', 'Nf4', 'Bxf4', 'exf4', 'Nf3', 'Bxb2', 'Qd2', 'Bxa1', 'Qxf4', 'Qe7', 'Nbd2', 'O-O-O', 'Ne4', 'Ne5', 'Qf6', 'Nxf3+', 'Bxf3', 'Bxf6', 'gxf6', 'Qe5', 'g7', 'Be6', 'Kf2', 'd5', 'Nxc5', 'Qxf6', 'Nxe6', 'Qxe6', 'Bxd5', 'Rxd5', 'cxd5', 'Qxd5', 'a4', 'Qf7+', 'Ke3', 'Qxg7', 'd4', 'Qd7', 'a5', 'Qa4', 'Ke4', 'Qxa5', 'd5', 'Kd7', 'Ke5', 'Ke7', 'Kd4', 'Kd6']",black
xHVccwLZ,"['e4', 'c5', 'c3', 'Nc6', 'd4', 'cxd4', 'cxd4', 'd5', 'Nc3', 'dxe4', 'Nxe4', 'Qxd4', 'Ng3', 'Qxd1+', 'Kxd1', 'Nf6', 'Nf3', 'e6', 'Be2', 'Bd6', 'Be3', 'O-O', 'h3', 'Rd8', 'Ke1', 'Bb4+', 'Kf1', 'b6', 'Ne1', 'Bb7', 'f3', 'Nd4', 'Bxd4', 'Rxd4', 'Kf2', 'Rad8', 'Nc2', 'Rd2', 'Nxb4', 'a5', 'Nd3', 'R8xd3', 'Rad1', 'Rxd1', 'Rxd1', 'Rxd1', 'Bxd1', 'Nd5', 'Bc2', 'Nb4', 'Bb1', 'Bd5', 'a3', 'Nc6', 'Ne4', 'b5', 'Nc3', 'b4', 'Nxd5', 'exd5', 'axb4', 'Nxb4', 'Ke3']",white
aHCCsVQa,"['d4', 'd5', 'c4', 'e6', 'Qa4+', 'c6', 'cxd5', 'exd5', 'Bf4', 'Nf6', 'Bxb8', 'Rxb8', 'Qxa7', 'Be6', 'Nf3', 'Bd6', 'e3', 'O-O', 'Bd3', 'Qc7', 'Qa4', 'Ra8', 'Qc2', 'Bb4+', 'Nc3', 'c5', 'a3', 'Ba5', 'O-O', 'cxd4', 'exd4', 'Rac8', 'Bxh7+', 'Nxh7', 'Ng5', 'Nxg5', 'Nxd5', 'Qxc2', 'Ne7+', 'Kh8', 'Nxc8', 'Rxc8']",black
TmBtEj6c,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Be7', 'e4', 'O-O', 'Nge2', 'd5', 'cxd5', 'exd5', 'e5', 'Ne4', 'g3', 'f5', 'Bg2', 'Nc6', 'a3', 'a6', 'O-O', 'Be6', 'f3', 'Ng5', 'Nf4', 'Bf7', 'h4', 'Ne6', 'Nfxd5', 'Ncxd4', 'Nxe7+', 'Qxe7', 'Nd5', 'Qc5', 'Ne3', 'Rad8', 'Qe1', 'Nc2', 'Qe2']",black
tsSq3sHd,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'c6', 'Bd3', 'd6', 'O-O', 'Qb6', 'c4', 'Bg4', 'Be3', 'Qxb2', 'Nbd2', 'Qb6', 'Rb1', 'Qc7', 'h3', 'Bxf3', 'Nxf3', 'Nd7', 'e5', 'dxe5', 'dxe5', 'Nxe5', 'Nxe5', 'Bxe5', 'f4', 'Bd6', 'c5', 'Bxf4', 'Bxf4', 'e5', 'Bxe5', 'Qxe5', 'Re1', 'Qxe1+', 'Qxe1+', 'Ne7', 'Qe5', 'O-O', 'Qxe7']",white
k8xUE2o0,"['d4', 'Nf6', 'e3', 'e6', 'Nf3', 'b6', 'c3', 'Bb7', 'b3', 'd5', 'Bb2', 'Be7', 'Bd3', 'c5', 'Nbd2', 'Nc6', 'O-O', 'O-O', 'Re1', 'Rc8', 'Rc1', 'Re8', 'Bb1', 'h6', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'f4', 'f5', 'exf6', 'Nxf6', 'Qc2', 'Bd6', 'Nf3', 'Re7', 'Ne5', 'Qe8', 'Ng6', 'Rec7', 'Ne5', 'Qh5', 'Qe2', 'Qxe2', 'Rxe2', 'Ne4', 'Bxe4', 'dxe4', 'Rd1', 'Bxe5', 'fxe5', 'Rf8', 'Red2', 'Rcf7', 'Rd7', 'Bd5', 'Rxf7', 'Rxf7', 'c4', 'Bb7', 'Rd6', 'Bc8', 'Rd8+', 'Rf8', 'Rxf8+', 'Kxf8', 'Kf2', 'Ke7', 'Kg3', 'Bb7', 'Kf4', 'Bc6', 'h4', 'Kf7', 'g4', 'Kg6', 'h5+', 'Kf7', 'Bc3', 'Ke7', 'Bd2', 'Kd7', 'Be1', 'a6', 'Bh4', 'b5', 'cxb5', 'axb5', 'g5', 'c4', 'bxc4', 'bxc4', 'gxh6', 'gxh6', 'Be1', 'Ba4', 'Bc3', 'Bc2', 'Kg3', 'Kc6', 'a3', 'Kb5', 'Kf2', 'Ka4', 'Bb4', 'Kb3', 'Ke1', 'c3', 'Ke2', 'Bd3+', 'Kd1', 'c2+', 'Kc1', 'Be2', 'Bc5', 'Bxh5', 'Bd6', 'Bg6', 'Be7', 'h5', 'a4', 'Bf5', 'a5', 'Bg6', 'a6', 'Be8', 'a7', 'Bb5', 'Bf6', 'Bd3', 'Be7', 'Be2', 'Bf6', 'Kc3', 'Be7', 'Kd3', 'Bf6', 'Kxe3', 'a8=Q', 'Kf3', 'Qc6', 'Kf2', 'Qxe6', 'e3', 'Qf5+', 'Bf3', 'e6', 'Ke1', 'Qe5', 'e2', 'e7', 'Bg4', 'e8=Q', 'Kf2', 'Qxe2+', 'Bxe2', 'Qe5', 'Bf3', 'Qf5', 'Kg3', 'Qg5+', 'Kf2', 'Qg6', 'Bg4', 'Qh6', 'Kg3', 'Qg5', 'Kh3', 'Qh4+', 'Kg2', 'Bg5', 'Kf3', 'Kxc2', 'Bf5+', 'Kc3', 'Bg4', 'Kd4', 'Ke2', 'Ke5', 'Kd1', 'Kf6', 'Kc2', 'Kg7', 'Kd3', 'Bh6', 'Kc4', 'Qg5', 'Kd3', 'Qf6', 'Ke2', 'Bg5', 'Ke1', 'Bh4+']",white
C4ruqVaC,"['e4', 'c5', 'Qf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'e6', 'Qg3', 'd5', 'exd5', 'exd5', 'Bb3', 'Nd4', 'Nf3', 'Nxb3', 'axb3', 'Bg4', 'Ne5', 'Bd6', 'Bg5', 'Bxe5', 'Qxe5+', 'Be6', 'Qg3', 'O-O', 'Bh6', 'Ne8', 'Nc3', 'Qf6', 'Ne2', 'Qxh6', 'Nf4', 'Nf6', 'O-O', 'Rfe8', 'Nxe6', 'Rxe6', 'Qc7', 'Rae8', 'Qxb7']",white
zPwIqoLQ,"['e4', 'e5', 'Nc3', 'Nc6', 'Nf3', 'Nf6', 'Bd3', 'Be7', 'O-O', 'd6', 'h3', 'O-O', 'Re1', 'h6', 'Qe2', 'Nh7', 'Nh2', 'Ng5', 'Qe3', 'Nh7', 'Be2', 'Bg5', 'Qd3', 'Nb4', 'Qf3', 'Nxc2', 'Bc4', 'Nxe1', 'Qe2', 'Nc2', 'Rb1', 'Nd4', 'Qd3', 'c6', 'b4', 'b5', 'Bb3', 'Qe7', 'Ne2', 'Nxb3', 'Rxb3', 'Be6', 'Rc3', 'Rfc8', 'Ng3', 'Bxa2', 'Nf5', 'Qf6', 'g4', 'Bc4', 'Qe3', 'Bxe3']",black
FP3WPj2l,"['e4', 'Nf6', 'g3', 'Nxe4', 'Qe2', 'Nf6', 'Bg2', 'Nc6', 'd3', 'e6', 'Nf3', 'd6', 'O-O', 'Be7', 'Nc3', 'O-O', 'Be3', 'Bd7', 'Rad1', 'a6', 'a3', 'Qe8', 'Nd2', 'Bc8', 'Nde4', 'Bd7', 'Nxf6+', 'Bxf6', 'f3', 'e5', 'Bd2', 'Be6', 'Rde1', 'd5', 'Qd1', 'd4', 'Ne4', 'Be7', 'c3', 'f6', 'cxd4', 'Bf7', 'dxe5', 'fxe5', 'Qc1', 'Bg6', 'Bg5', 'Bxg5', 'Qxg5', 'h6', 'Qe3', 'Nd4', 'Qd2', 'Rd8', 'Rd1', 'Bxe4', 'fxe4', 'Nc6', 'Qe3', 'Nd4', 'Rfe1', 'Nc2', 'Qe2', 'Nxe1', 'Rxe1', 'Qf7', 'Rb1', 'Qe7', 'Rc1', 'Qd7', 'Rc2', 'c6', 'Rd2', 'Qe7', 'Rc2', 'Qd7', 'Bf3', 'Qf7', 'Kg2', 'Qe7', 'Qe3', 'Qf7', 'd4', 'exd4', 'Qd3', 'Qe7', 'Rd2', 'c5', 'Re2', 'b6', 'Rd2', 'Qe6', 'Re2', 'Qf7', 'Rf2', 'Qe7', 'Re2', 'Qf7', 'Rd2', 'Qe7', 'Rc2', 'Rxf3', 'Rd2', 'Rxd3', 'Rxd3', 'Qf6', 'Kh3', 'Rf8', 'Kg2', 'Qe6', 'Kg1', 'Qxe4', 'Rf3', 'Qxf3', 'h3', 'Qe2', 'Kh1', 'Rf1#']",black
5jOsdACc,"['e4', 'e5', 'Nf3', 'd5', 'Nxe5', 'Bd6', 'd4', 'dxe4', 'Bf4', 'Nf6', 'Nc3', 'Nc6', 'Bb5', 'O-O', 'Bxc6', 'bxc6', 'Qd2', 'c5', 'O-O-O', 'cxd4', 'Qxd4', 'Qe7', 'Nc6', 'Qe8', 'Bxd6', 'cxd6', 'Qxd6', 'Bg4', 'Rde1', 'Rd8', 'Nxd8', 'Qxd8', 'Qxd8', 'Rxd8', 'f3', 'exf3', 'gxf3', 'Bxf3', 'Rhf1', 'Bh5', 'Rf5', 'Bg6', 'Ra5', 'Rd7', 'Nb5', 'Rd5', 'Rxa7', 'h5', 'Nc7', 'Rc5', 'c3', 'Ng4', 'h3', 'Nf2', 'Re3', 'Rg5', 'Ne8', 'Rg1+', 'Kd2', 'Rg2', 'Re2', 'Ne4+', 'Ke3', 'Rg3+', 'Kd4', 'Rxh3', 'Ra8', 'Kh7', 'Rxe4', 'Bxe4', 'Kxe4', 'Rh2', 'b4', 'Rc2', 'Kd3', 'Rc1', 'b5', 'Rb1', 'Nd6', 'h4', 'Re8', 'h3', 'Re3', 'Rd1+', 'Kc2', 'Rxd6', 'Rxh3+', 'Kg8', 'a4', 'g5', 'c4', 'g4', 'Rg3', 'f5', 'c5', 'Rd4', 'c6', 'Rxa4', 'Kb3', 'Ra8', 'b6', 'Kf7', 'b7', 'Rb8', 'Kc4', 'Ke7', 'c7', 'Rxb7', 'c8=Q', 'Rd7', 'Qc5+', 'Kf6', 'Qc6+', 'Kg5', 'Qxd7', 'Kf4', 'Rd3', 'g3', 'Qd6+']",white
HYJvydKI,"['e3', 'd6', 'Nc3', 'e5', 'Bc4', 'a6', 'a3', 'Nc6', 'Nge2', 'f5', 'd4', 'e4', 'Bxg8', 'Rxg8', 'Nf4', 'Bd7', 'b4', 'Qg5', 'Qh5+', 'g6', 'Qxg5', 'Be7', 'Qg3', 'O-O-O', 'Bb2', 'g5', 'Nfd5', 'Bf8', 'f3', 'exf3', 'gxf3', 'h5', 'O-O-O', 'Bh6', 'Kb1', 'g4', 'f4', 'Na7', 'Ne7+', 'Kb8', 'Nxg8', 'Rxg8', 'Nd5', 'c6', 'Nf6', 'Rd8', 'Nxd7+', 'Rxd7', 'c4', 'd5', 'cxd5', 'Rxd5', 'Rc1', 'Nb5', 'Rc5', 'Nc7', 'Rxd5', 'Nxd5', 'Kc2', 'Ka7', 'Kd3', 'Nb6', 'Rc1', 'Na4', 'Ba1', 'Nb6', 'Qh4', 'Bf8', 'Qxh5', 'Nd5', 'Qxf5', 'Bd6', 'Qxg4', 'Bb8', 'Rc5']",white
X8BDFEPw,"['d4', 'c5', 'd5', 'c4', 'e4', 'e5', 'Bxc4', 'Qa5+', 'Bd2', 'b5', 'Bxa5', 'bxc4', 'Qe2', 'Na6', 'Qxc4', 'Nc5', 'Bb4', 'Ba6', 'Qc3', 'Nxe4', 'Qe3', 'Bxb4+', 'c3', 'Nxc3', 'Nxc3', 'Rc8', 'Ne2', 'Ne7', 'O-O', 'O-O', 'd6', 'Nf5', 'Qxe5', 'f6', 'Qd5+', 'Kh8', 'Ne4', 'Nh6', 'f4', 'Rb8', 'f5', 'Bb7', 'Qd3', 'Nxf5', 'N4c3', 'Bc5+']",black
Odtp49Mq,"['d4', 'd5', 'c4', 'e6', 'e3', 'dxc4', 'Bxc4', 'Nc6', 'a3', 'Nf6', 'Bd3', 'Bd6', 'b4', 'O-O', 'b5', 'Ne7', 'a4', 'e5', 'Ba3', 'Bxa3', 'Rxa3', 'exd4', 'exd4', 'g6', 'Bc2', 'Nf5', 'Nf3', 'c5', 'dxc5', 'Qxd1+', 'Bxd1', 'Ne4', 'c6', 'bxc6', 'bxc6', 'Rb8', 'c7', 'Rxb1', 'O-O', 'Ba6', 'Re1', 'Rc8', 'Rxe4', 'Bb7', 'Re2', 'Rxd1+', 'Re1', 'Rxe1+', 'Nxe1', 'Rxc7', 'Rb3', 'Rc1', 'h3', 'Rxe1+', 'Kh2', 'Ba6', 'a5', 'Rd1', 'Rb8+']",white
dznn2bJP,"['f4', 'd5', 'Nf3', 'c5', 'e3', 'Nc6', 'c4', 'Bg4', 'cxd5', 'Qxd5', 'Be2', 'Nf6', 'O-O', 'e5', 'fxe5', 'Nxe5', 'Nxe5', 'Bxe2', 'Qxe2', 'Qxe5', 'Qb5+', 'Nd7', 'Qxb7', 'Qb8', 'Qe4+', 'Be7', 'Qf3', 'O-O', 'b3', 'Bd6', 'Bb2', 'Bxh2+', 'Kh1', 'Be5', 'Qg4', 'Bxb2', 'Na3', 'Bxa1', 'Rxa1', 'Nf6', 'Qh4', 'h6', 'Kg1', 'Qd6', 'Kf2', 'Qxd2+', 'Kg3', 'Qxe3+', 'Kh2', 'Rac8', 'Nc2', 'Qc3', 'Ne1', 'Qxa1', 'Nf3', 'Qxa2']",black
1WoKHrYY,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'c3', 'dxc3', 'Nxc3', 'e6', 'Bc4', 'Be7', 'O-O', 'Qb6', 'Qe2', 'Nf6', 'Be3', 'Qc7', 'Nb5', 'Qa5', 'b4', 'Qxb4', 'Nc7+', 'Kf8', 'Nxa8', 'Nxe4', 'Bxa7', 'Nc6', 'Be3', 'Nc3', 'Qd3', 'd5', 'Bb3', 'Qa5', 'Nb6', 'Ne4', 'Nxc8', 'Bf6', 'Nb6', 'Bxa1', 'Rxa1', 'd4', 'Nxd4', 'Nc5', 'Nd7+', 'Nxd7', 'Nxc6', 'bxc6', 'Qxd7', 'g6', 'Bh6+', 'Kg8', 'Qe8#']",white
rsRzfwBY,"['e4', 'e5', 'h4', 'Nc6', 'Nc3', 'Nf6', 'Nf3', 'Bb4', 'Bb5', 'Nd4', 'Nd5', 'Nxd5', 'Nxd4', 'exd4', 'exd5', 'Qe7+', 'Kf1', 'O-O', 'Bd3', 'd6', 'Qh5', 'g6', 'Qf3', 'Re8', 'Kg1', 'Qe1+', 'Kh2', 'Qe5+', 'g3', 'f5', 'Bb5', 'c6', 'dxc6', 'f4', 'cxb7', 'Bxb7', 'Bxe8', 'Rxe8', 'Qxb7', 'd5', 'Qxb4', 'fxg3+', 'fxg3', 'Qe2+', 'Kh3', 'Qe6+', 'Kh2', 'Qg4', 'd3', 'Re2+', 'Kg1', 'Qxg3+', 'Kf1', 'Qf2#']",black
rAUDXxAT,"['e4', 'c5', 'Nf3', 'e6', 'd3', 'Nc6', 'c3', 'd5', 'Be2', 'Bd6', 'exd5', 'exd5', 'O-O', 'Nge7', 'h3', 'O-O', 'Re1', 'Bc7', 'Bg5', 'f6', 'Be3', 'd4', 'cxd4', 'cxd4', 'Bd2', 'Be6', 'Na3', 'Rc8', 'Nb5', 'Bb8', 'Rc1', 'a6', 'Na3', 'b5', 'Nc2', 'Qd6', 'Bb4', 'Nxb4', 'Nxb4', 'Qxb4']",black
1wzjkfHY,"['d4', 'c5', 'dxc5', 'e5', 'Nc3', 'Bd6', 'e3', 'Bxc5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'O-O', 'Bd7', 'b3', 'Nf6', 'Bb2', 'O-O', 'Bxc6', 'Bxc6', 'Qe2', 'e4', 'Nd4', 'Bxd4', 'exd4', 'd5', 'Nb5', 'Rc8', 'Nxa7', 'Rc7', 'Nxc6', 'Rxc6', 'Rfd1', 'Qc7', 'Rac1', 'Rc8', 'Rd2', 'h6', 'h3', 'b5', 'b4', 'Rc4', 'a3', 'Nh7', 'f3', 'exf3', 'Qxf3', 'Ng5', 'Qxd5', 'Rxc2', 'Rcxc2', 'Qxc2', 'Rxc2', 'Rxc2', 'Ba1', 'Rc1+', 'Kh2', 'Rxa1', 'Qd8+', 'Kh7', 'Qd5', 'Rxa3', 'Qxb5', 'Ra7', 'd5', 'Ne4', 'Qd3', 'f5', 'd6', 'Rd7', 'b5', 'Rxd6', 'Qf3', 'Rb6', 'Qxf5+', 'Kg8', 'Qxe4', 'Rxb5', 'Qe8+', 'Kh7', 'Qxb5', 'Kg6', 'Qe5', 'Kf7', 'Qe4', 'Kf6', 'Qf4+', 'Kg6', 'g3', 'Kh7', 'Qf3', 'g6', 'Qe4', 'Kg7', 'Qe7+', 'Kh8', 'Qe6', 'Kh7', 'Qf6', 'g5', 'Qe7+', 'Kh8', 'Qe8+', 'Kh7', 'Qe7+', 'Kg6', 'Qd6+', 'Kh7', 'Qb4', 'Kg8', 'Qb7', 'h5']",black
xabyWKpV,"['d4', 'b6', 'c4', 'Bb7', 'Nc3', 'e6', 'e4', 'f5', 'Bd3', 'fxe4', 'Bxe4', 'd5', 'Bf3', 'Nc6', 'cxd5', 'exd5', 'Nge2', 'Nce7', 'O-O', 'Qd7', 'Bg5', 'O-O-O', 'h3', 'Kb8', 'Bg4', 'Qd6', 'Qa4', 'Bc6', 'Bf4', 'Bxa4', 'Bxd6', 'cxd6', 'Nxa4', 'Nc6', 'Nac3', 'Be7', 'Bf3', 'Bf6', 'Nxd5', 'Nxd4', 'Nxf6', 'Nxe2+', 'Bxe2', 'Nxf6', 'Bf3', 'd5', 'Rfd1', 'Rhe8', 'Rd2', 'Re5', 'Rad1', 'Kc7', 'Be2', 'Kc6', 'Ba6', 'b5', 'Rc2+', 'Kb6', 'Bc8', 'Re4', 'Rdc1', 'Rc4', 'Rxc4', 'bxc4', 'Bf5', 'Re8', 'Bg4', 'Re5', 'Be2', 'Rxe2', 'Kf1', 'Rxb2', 'Ra1', 'Rc2', 'Rb1+', 'Kc5', 'Re1', 'a5', 'f4', 'd4', 'f5', 'd3', 'Re7', 'd2', 'Rc7+', 'Kb5', 'Rd7', 'Rc1+', 'Ke2', 'c3', 'Rd5+', 'Kc4', 'Rd3', 'Rc2', 'Re3', 'Rxa2', 'Re4+', 'Nxe4', 'Ke3', 'd1=Q', 'g4', 'Qc2', 'f6', 'Qd2+', 'Kf3', 'Rb2', 'g5', 'Qd7', 'f7', 'Qxf7+', 'Ke3', 'Qf2+', 'Kxe4', 'Re2#']",black
kok0sfWg,"['e4', 'c5', 'Nf3', 'e6', 'Nc3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'Qc7', 'Be3', 'a6', 'Qd2', 'Nf6', 'O-O-O', 'Bb4', 'Kb1', 'Nxe4', 'Qd3', 'Nxc3+', 'bxc3', 'Ba3', 'Nb3', 'Ne5', 'Qe4', 'd5', 'Qf4', 'Bd6', 'Bd4', 'Nc4', 'Qg4', 'Be5', 'f4', 'Bxd4', 'Rxd4', 'O-O', 'Bxc4', 'e5', 'fxe5', 'Bxg4', 'Rxg4', 'dxc4', 'Nd2', 'b5', 'Nf3', 'Rad8', 'h4', 'h5', 'Rg5', 'g6', 'g4', 'hxg4', 'Nh2', 'g3', 'Ng4', 'g2', 'Rg1', 'Qc5', 'Rxg2', 'Rd1+', 'Kb2', 'b4', 'Nf6+', 'Kg7', 'h5', 'bxc3+', 'Kxc3', 'Qa3+', 'Kxc4', 'Rc8#']",black
aZibkheQ,"['e4', 'e6', 'Nf3', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Nf6', 'Bf4', 'Nxe4', 'Bc4', 'Nxf2+', 'Ke2', 'Nxh1', 'Nc3', 'Nf2', 'Kxf2', 'Bc5+', 'Kg3', 'O-O', 'a3', 'a6', 'b4', 'Be7', 'Bxc7', 'b5', 'Bd3', 'Nd7', 'Re1', 'Nf6', 'Be5', 'Bb7', 'Bxf6', 'Bxf6', 'Ne4', 'Bb2', 'Nd6', 'Bxf3', 'Kxf3', 'Bxa3', 'c3', 'Rad8', 'Nxf7', 'Rxd3+', 'Ke4', 'Rxc3', 'Rd1', 'Rxf7', 'Rd8+', 'Rf8', 'Rd7', 'Bxb4', 'Ke5', 'Rc5+', 'Kxe6', 'Rh5', 'g4', 'Re8+', 'Re7', 'Rxe7#']",black
5q7EDPWJ,"['Nf3', 'g6', 'g3', 'Bg7', 'Bg2', 'Nf6', 'O-O', 'O-O', 'b3', 'd5', 'Bb2', 'c5', 'd3', 'Nc6', 'Nbd2', 'Qc7', 'a3', 'e5', 'Ra2', 'e4', 'dxe4', 'dxe4', 'Ne1', 'Nd4', 'Qa1', 'Nxe2+', 'Kh1', 'Qd6', 'Nxe4', 'Nxe4', 'Bxg7', 'Re8', 'Bxe4', 'Rxe4', 'Bh8', 'f6', 'Bxf6', 'Bh3', 'Ng2', 'Nd4', 'Bxd4', 'cxd4', 'Rd1', 'Rf8', 'c3', 'd3', 'Rad2', 'Qd5', 'Rxd3', 'Bxg2+', 'Kxg2', 'Rd4+', 'Kg1', 'Rxd3', 'Rxd3', 'Qxd3', 'Qe1', 'Qf5', 'c4', 'h6', 'b4', 'Kg7', 'c5', 'Qd3', 'Qe5+', 'Kg8', 'Qe6+', 'Rf7', 'Qe8+', 'Kg7', 'Qa8', 'Qxa3', 'Qxb7', 'Rxb7']",black
