code,seats,change,votepercent,votepercentchange
conservative,23,-7,38.57,-2.24
labour,22,6,33.86,4.28
libdems,0,0,7.34,-13.29
ukip,1,1,14.78,10.83
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,4.21,3.62
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,0,1.25,-3.18
total,46,,100.00,
