election_id,election_name,as_of_date,party_id,party_name,party_colour,seats_won,vote_total_sum,vote_pct
2025,UNS 2025-03-22,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2025,UNS 2025-03-22,2025-01-01,4,Conservative,#0087DC,123,13250.185371,20.384901
2025,UNS 2025-03-22,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2025,UNS 2025-03-22,2025-01-01,6,Green,#6AB023,4,5808.005844,8.935394
2025,UNS 2025-03-22,2025-01-01,1,Labour,#E4003B,228,16019.807784,24.645858
2025,UNS 2025-03-22,2025-01-01,5,Liberal Democrats,#FAA61A,75,7858.003196,12.089236
2025,UNS 2025-03-22,2025-01-01,7,Other,#808080,12,1865.705946,2.870317
2025,UNS 2025-03-22,2025-01-01,3,Plaid Cymru,#005B54,5,525.348758,0.808229
2025,UNS 2025-03-22,2025-01-01,2,Reform UK,#12B6CF,155,16203.324593,24.928192
2025,UNS 2025-03-22,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2025,UNS 2025-03-22,2025-01-01,8,Scottish National Party,#FFF95D,31,1756.496918,2.702303
2025,UNS 2025-03-22,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2025,UNS 2025-03-22,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2026,UNS 2025-03-23,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2026,UNS 2025-03-23,2025-01-01,4,Conservative,#0087DC,123,13250.185371,20.384901
2026,UNS 2025-03-23,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2026,UNS 2025-03-23,2025-01-01,6,Green,#6AB023,4,5808.005844,8.935394
2026,UNS 2025-03-23,2025-01-01,1,Labour,#E4003B,228,16019.807784,24.645858
2026,UNS 2025-03-23,2025-01-01,5,Liberal Democrats,#FAA61A,75,7858.003196,12.089236
2026,UNS 2025-03-23,2025-01-01,7,Other,#808080,12,1865.705946,2.870317
2026,UNS 2025-03-23,2025-01-01,3,Plaid Cymru,#005B54,5,525.348758,0.808229
2026,UNS 2025-03-23,2025-01-01,2,Reform UK,#12B6CF,155,16203.324593,24.928192
2026,UNS 2025-03-23,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2026,UNS 2025-03-23,2025-01-01,8,Scottish National Party,#FFF95D,31,1756.496918,2.702303
2026,UNS 2025-03-23,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2026,UNS 2025-03-23,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2027,UNS 2025-03-24,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2027,UNS 2025-03-24,2025-01-01,4,Conservative,#0087DC,126,13249.421428,20.383725
2027,UNS 2025-03-24,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2027,UNS 2025-03-24,2025-01-01,6,Green,#6AB023,5,5875.180603,9.038739
2027,UNS 2025-03-24,2025-01-01,1,Labour,#E4003B,225,15924.202062,24.498772
2027,UNS 2025-03-24,2025-01-01,5,Liberal Democrats,#FAA61A,75,7994.233571,12.298821
2027,UNS 2025-03-24,2025-01-01,7,Other,#808080,13,1886.618265,2.902490
2027,UNS 2025-03-24,2025-01-01,3,Plaid Cymru,#005B54,5,545.037071,0.838519
2027,UNS 2025-03-24,2025-01-01,2,Reform UK,#12B6CF,150,16052.384992,24.695977
2027,UNS 2025-03-24,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2027,UNS 2025-03-24,2025-01-01,8,Scottish National Party,#FFF95D,34,1759.800418,2.707385
2027,UNS 2025-03-24,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2027,UNS 2025-03-24,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2028,UNS 2025-03-25,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2028,UNS 2025-03-25,2025-01-01,4,Conservative,#0087DC,126,13249.421428,20.383725
2028,UNS 2025-03-25,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2028,UNS 2025-03-25,2025-01-01,6,Green,#6AB023,5,5875.180603,9.038739
2028,UNS 2025-03-25,2025-01-01,1,Labour,#E4003B,225,15924.202062,24.498772
2028,UNS 2025-03-25,2025-01-01,5,Liberal Democrats,#FAA61A,75,7994.233571,12.298821
2028,UNS 2025-03-25,2025-01-01,7,Other,#808080,13,1886.618265,2.902490
2028,UNS 2025-03-25,2025-01-01,3,Plaid Cymru,#005B54,5,545.037071,0.838519
2028,UNS 2025-03-25,2025-01-01,2,Reform UK,#12B6CF,150,16052.384992,24.695977
2028,UNS 2025-03-25,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2028,UNS 2025-03-25,2025-01-01,8,Scottish National Party,#FFF95D,34,1759.800418,2.707385
2028,UNS 2025-03-25,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2028,UNS 2025-03-25,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2029,UNS 2025-03-26,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2029,UNS 2025-03-26,2025-01-01,4,Conservative,#0087DC,121,13144.723030,20.222651
2029,UNS 2025-03-26,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2029,UNS 2025-03-26,2025-01-01,6,Green,#6AB023,4,5924.921181,9.115263
2029,UNS 2025-03-26,2025-01-01,1,Labour,#E4003B,218,15719.897133,24.184457
2029,UNS 2025-03-26,2025-01-01,5,Liberal Democrats,#FAA61A,76,7953.583151,12.236282
2029,UNS 2025-03-26,2025-01-01,7,Other,#808080,13,1926.467213,2.963796
2029,UNS 2025-03-26,2025-01-01,3,Plaid Cymru,#005B54,5,529.786095,0.815056
2029,UNS 2025-03-26,2025-01-01,2,Reform UK,#12B6CF,162,16344.677751,25.145658
2029,UNS 2025-03-26,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2029,UNS 2025-03-26,2025-01-01,8,Scottish National Party,#FFF95D,34,1742.822858,2.681266
2029,UNS 2025-03-26,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2029,UNS 2025-03-26,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2030,UNS 2025-03-27,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2030,UNS 2025-03-27,2025-01-01,4,Conservative,#0087DC,125,13262.451107,20.403771
2030,UNS 2025-03-27,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2030,UNS 2025-03-27,2025-01-01,6,Green,#6AB023,4,5880.569607,9.047030
2030,UNS 2025-03-27,2025-01-01,1,Labour,#E4003B,219,15755.983771,24.239975
2030,UNS 2025-03-27,2025-01-01,5,Liberal Democrats,#FAA61A,76,8003.987900,12.313828
2030,UNS 2025-03-27,2025-01-01,7,Other,#808080,13,1895.523210,2.916190
2030,UNS 2025-03-27,2025-01-01,3,Plaid Cymru,#005B54,5,519.986027,0.799979
2030,UNS 2025-03-27,2025-01-01,2,Reform UK,#12B6CF,157,16203.527519,24.928504
2030,UNS 2025-03-27,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2030,UNS 2025-03-27,2025-01-01,8,Scottish National Party,#FFF95D,34,1764.849269,2.715153
2030,UNS 2025-03-27,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2030,UNS 2025-03-27,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2031,UNS 2025-03-28,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2031,UNS 2025-03-28,2025-01-01,4,Conservative,#0087DC,125,13262.451107,20.403771
2031,UNS 2025-03-28,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2031,UNS 2025-03-28,2025-01-01,6,Green,#6AB023,4,5880.569607,9.047030
2031,UNS 2025-03-28,2025-01-01,1,Labour,#E4003B,219,15755.983771,24.239975
2031,UNS 2025-03-28,2025-01-01,5,Liberal Democrats,#FAA61A,76,8003.987900,12.313828
2031,UNS 2025-03-28,2025-01-01,7,Other,#808080,13,1895.523210,2.916190
2031,UNS 2025-03-28,2025-01-01,3,Plaid Cymru,#005B54,5,519.986027,0.799979
2031,UNS 2025-03-28,2025-01-01,2,Reform UK,#12B6CF,157,16203.527519,24.928504
2031,UNS 2025-03-28,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2031,UNS 2025-03-28,2025-01-01,8,Scottish National Party,#FFF95D,34,1764.849269,2.715153
2031,UNS 2025-03-28,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2031,UNS 2025-03-28,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2032,UNS 2025-03-29,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2032,UNS 2025-03-29,2025-01-01,4,Conservative,#0087DC,125,13262.451107,20.403771
2032,UNS 2025-03-29,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2032,UNS 2025-03-29,2025-01-01,6,Green,#6AB023,4,5880.569607,9.047030
2032,UNS 2025-03-29,2025-01-01,1,Labour,#E4003B,219,15755.983771,24.239975
2032,UNS 2025-03-29,2025-01-01,5,Liberal Democrats,#FAA61A,76,8003.987900,12.313828
2032,UNS 2025-03-29,2025-01-01,7,Other,#808080,13,1895.523210,2.916190
2032,UNS 2025-03-29,2025-01-01,3,Plaid Cymru,#005B54,5,519.986027,0.799979
2032,UNS 2025-03-29,2025-01-01,2,Reform UK,#12B6CF,157,16203.527519,24.928504
2032,UNS 2025-03-29,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2032,UNS 2025-03-29,2025-01-01,8,Scottish National Party,#FFF95D,34,1764.849269,2.715153
2032,UNS 2025-03-29,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2032,UNS 2025-03-29,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2033,UNS 2025-03-30,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2033,UNS 2025-03-30,2025-01-01,4,Conservative,#0087DC,125,13262.451107,20.403771
2033,UNS 2025-03-30,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2033,UNS 2025-03-30,2025-01-01,6,Green,#6AB023,4,5880.569607,9.047030
2033,UNS 2025-03-30,2025-01-01,1,Labour,#E4003B,219,15755.983771,24.239975
2033,UNS 2025-03-30,2025-01-01,5,Liberal Democrats,#FAA61A,76,8003.987900,12.313828
2033,UNS 2025-03-30,2025-01-01,7,Other,#808080,13,1895.523210,2.916190
2033,UNS 2025-03-30,2025-01-01,3,Plaid Cymru,#005B54,5,519.986027,0.799979
2033,UNS 2025-03-30,2025-01-01,2,Reform UK,#12B6CF,157,16203.527519,24.928504
2033,UNS 2025-03-30,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2033,UNS 2025-03-30,2025-01-01,8,Scottish National Party,#FFF95D,34,1764.849269,2.715153
2033,UNS 2025-03-30,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2033,UNS 2025-03-30,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2034,UNS 2025-03-31,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2034,UNS 2025-03-31,2025-01-01,4,Conservative,#0087DC,135,13447.925362,20.689116
2034,UNS 2025-03-31,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2034,UNS 2025-03-31,2025-01-01,6,Green,#6AB023,4,5866.063943,9.024714
2034,UNS 2025-03-31,2025-01-01,1,Labour,#E4003B,219,15633.430007,24.051431
2034,UNS 2025-03-31,2025-01-01,5,Liberal Democrats,#FAA61A,74,8020.297322,12.338919
2034,UNS 2025-03-31,2025-01-01,7,Other,#808080,13,1956.693837,3.010298
2034,UNS 2025-03-31,2025-01-01,3,Plaid Cymru,#005B54,5,525.770306,0.808877
2034,UNS 2025-03-31,2025-01-01,2,Reform UK,#12B6CF,149,16106.331378,24.778971
2034,UNS 2025-03-31,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2034,UNS 2025-03-31,2025-01-01,8,Scottish National Party,#FFF95D,34,1730.366257,2.662102
2034,UNS 2025-03-31,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2034,UNS 2025-03-31,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2035,UNS 2025-04-01,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2035,UNS 2025-04-01,2025-01-01,4,Conservative,#0087DC,135,13447.925362,20.689116
2035,UNS 2025-04-01,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2035,UNS 2025-04-01,2025-01-01,6,Green,#6AB023,4,5866.063943,9.024714
2035,UNS 2025-04-01,2025-01-01,1,Labour,#E4003B,219,15633.430007,24.051431
2035,UNS 2025-04-01,2025-01-01,5,Liberal Democrats,#FAA61A,74,8020.297322,12.338919
2035,UNS 2025-04-01,2025-01-01,7,Other,#808080,13,1956.693837,3.010298
2035,UNS 2025-04-01,2025-01-01,3,Plaid Cymru,#005B54,5,525.770306,0.808877
2035,UNS 2025-04-01,2025-01-01,2,Reform UK,#12B6CF,149,16106.331378,24.778971
2035,UNS 2025-04-01,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2035,UNS 2025-04-01,2025-01-01,8,Scottish National Party,#FFF95D,34,1730.366257,2.662102
2035,UNS 2025-04-01,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2035,UNS 2025-04-01,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2036,UNS 2025-04-02,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2036,UNS 2025-04-02,2025-01-01,4,Conservative,#0087DC,129,13363.234208,20.558822
2036,UNS 2025-04-02,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2036,UNS 2025-04-02,2025-01-01,6,Green,#6AB023,4,5920.631921,9.108664
2036,UNS 2025-04-02,2025-01-01,1,Labour,#E4003B,214,15528.241549,23.889602
2036,UNS 2025-04-02,2025-01-01,5,Liberal Democrats,#FAA61A,74,8012.714649,12.327253
2036,UNS 2025-04-02,2025-01-01,7,Other,#808080,13,1969.815157,3.030485
2036,UNS 2025-04-02,2025-01-01,3,Plaid Cymru,#005B54,5,529.039256,0.813907
2036,UNS 2025-04-02,2025-01-01,2,Reform UK,#12B6CF,160,16204.828725,24.930506
2036,UNS 2025-04-02,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2036,UNS 2025-04-02,2025-01-01,8,Scottish National Party,#FFF95D,34,1758.372945,2.705189
2036,UNS 2025-04-02,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2036,UNS 2025-04-02,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2037,UNS 2025-04-03,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2037,UNS 2025-04-03,2025-01-01,4,Conservative,#0087DC,129,13363.234208,20.558822
2037,UNS 2025-04-03,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2037,UNS 2025-04-03,2025-01-01,6,Green,#6AB023,4,5920.631921,9.108664
2037,UNS 2025-04-03,2025-01-01,1,Labour,#E4003B,214,15528.241549,23.889602
2037,UNS 2025-04-03,2025-01-01,5,Liberal Democrats,#FAA61A,74,8012.714649,12.327253
2037,UNS 2025-04-03,2025-01-01,7,Other,#808080,13,1969.815157,3.030485
2037,UNS 2025-04-03,2025-01-01,3,Plaid Cymru,#005B54,5,529.039256,0.813907
2037,UNS 2025-04-03,2025-01-01,2,Reform UK,#12B6CF,160,16204.828725,24.930506
2037,UNS 2025-04-03,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2037,UNS 2025-04-03,2025-01-01,8,Scottish National Party,#FFF95D,34,1758.372945,2.705189
2037,UNS 2025-04-03,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2037,UNS 2025-04-03,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2038,UNS 2025-04-04,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2038,UNS 2025-04-04,2025-01-01,4,Conservative,#0087DC,129,13363.234208,20.558822
2038,UNS 2025-04-04,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2038,UNS 2025-04-04,2025-01-01,6,Green,#6AB023,4,5920.631921,9.108664
2038,UNS 2025-04-04,2025-01-01,1,Labour,#E4003B,214,15528.241549,23.889602
2038,UNS 2025-04-04,2025-01-01,5,Liberal Democrats,#FAA61A,74,8012.714649,12.327253
2038,UNS 2025-04-04,2025-01-01,7,Other,#808080,13,1969.815157,3.030485
2038,UNS 2025-04-04,2025-01-01,3,Plaid Cymru,#005B54,5,529.039256,0.813907
2038,UNS 2025-04-04,2025-01-01,2,Reform UK,#12B6CF,160,16204.828725,24.930506
2038,UNS 2025-04-04,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2038,UNS 2025-04-04,2025-01-01,8,Scottish National Party,#FFF95D,34,1758.372945,2.705189
2038,UNS 2025-04-04,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2038,UNS 2025-04-04,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2039,UNS 2025-04-05,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2039,UNS 2025-04-05,2025-01-01,4,Conservative,#0087DC,129,13363.234208,20.558822
2039,UNS 2025-04-05,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2039,UNS 2025-04-05,2025-01-01,6,Green,#6AB023,4,5920.631921,9.108664
2039,UNS 2025-04-05,2025-01-01,1,Labour,#E4003B,214,15528.241549,23.889602
2039,UNS 2025-04-05,2025-01-01,5,Liberal Democrats,#FAA61A,74,8012.714649,12.327253
2039,UNS 2025-04-05,2025-01-01,7,Other,#808080,13,1969.815157,3.030485
2039,UNS 2025-04-05,2025-01-01,3,Plaid Cymru,#005B54,5,529.039256,0.813907
2039,UNS 2025-04-05,2025-01-01,2,Reform UK,#12B6CF,160,16204.828725,24.930506
2039,UNS 2025-04-05,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2039,UNS 2025-04-05,2025-01-01,8,Scottish National Party,#FFF95D,34,1758.372945,2.705189
2039,UNS 2025-04-05,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2039,UNS 2025-04-05,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2040,UNS 2025-04-06,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2040,UNS 2025-04-06,2025-01-01,4,Conservative,#0087DC,129,13363.234208,20.558822
2040,UNS 2025-04-06,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2040,UNS 2025-04-06,2025-01-01,6,Green,#6AB023,4,5920.631921,9.108664
2040,UNS 2025-04-06,2025-01-01,1,Labour,#E4003B,214,15528.241549,23.889602
2040,UNS 2025-04-06,2025-01-01,5,Liberal Democrats,#FAA61A,74,8012.714649,12.327253
2040,UNS 2025-04-06,2025-01-01,7,Other,#808080,13,1969.815157,3.030485
2040,UNS 2025-04-06,2025-01-01,3,Plaid Cymru,#005B54,5,529.039256,0.813907
2040,UNS 2025-04-06,2025-01-01,2,Reform UK,#12B6CF,160,16204.828725,24.930506
2040,UNS 2025-04-06,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2040,UNS 2025-04-06,2025-01-01,8,Scottish National Party,#FFF95D,34,1758.372945,2.705189
2040,UNS 2025-04-06,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2040,UNS 2025-04-06,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2041,UNS 2025-04-07,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2041,UNS 2025-04-07,2025-01-01,4,Conservative,#0087DC,133,13394.411334,20.606787
2041,UNS 2025-04-07,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2041,UNS 2025-04-07,2025-01-01,6,Green,#6AB023,4,5824.895689,8.961378
2041,UNS 2025-04-07,2025-01-01,1,Labour,#E4003B,217,15514.679220,23.868737
2041,UNS 2025-04-07,2025-01-01,5,Liberal Democrats,#FAA61A,74,8281.688360,12.741059
2041,UNS 2025-04-07,2025-01-01,7,Other,#808080,13,1946.207174,2.994165
2041,UNS 2025-04-07,2025-01-01,3,Plaid Cymru,#005B54,5,523.299392,0.805076
2041,UNS 2025-04-07,2025-01-01,2,Reform UK,#12B6CF,153,16073.008607,24.727706
2041,UNS 2025-04-07,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2041,UNS 2025-04-07,2025-01-01,8,Scottish National Party,#FFF95D,34,1728.688634,2.659521
2041,UNS 2025-04-07,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2041,UNS 2025-04-07,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2042,UNS 2025-04-08,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2042,UNS 2025-04-08,2025-01-01,4,Conservative,#0087DC,133,13394.411334,20.606787
2042,UNS 2025-04-08,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2042,UNS 2025-04-08,2025-01-01,6,Green,#6AB023,4,5824.895689,8.961378
2042,UNS 2025-04-08,2025-01-01,1,Labour,#E4003B,217,15514.679220,23.868737
2042,UNS 2025-04-08,2025-01-01,5,Liberal Democrats,#FAA61A,74,8281.688360,12.741059
2042,UNS 2025-04-08,2025-01-01,7,Other,#808080,13,1946.207174,2.994165
2042,UNS 2025-04-08,2025-01-01,3,Plaid Cymru,#005B54,5,523.299392,0.805076
2042,UNS 2025-04-08,2025-01-01,2,Reform UK,#12B6CF,153,16073.008607,24.727706
2042,UNS 2025-04-08,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2042,UNS 2025-04-08,2025-01-01,8,Scottish National Party,#FFF95D,34,1728.688634,2.659521
2042,UNS 2025-04-08,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2042,UNS 2025-04-08,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2043,UNS 2025-04-09,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2043,UNS 2025-04-09,2025-01-01,4,Conservative,#0087DC,127,13353.726416,20.544194
2043,UNS 2025-04-09,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2043,UNS 2025-04-09,2025-01-01,6,Green,#6AB023,4,5884.066564,9.052410
2043,UNS 2025-04-09,2025-01-01,1,Labour,#E4003B,215,15433.886951,23.744441
2043,UNS 2025-04-09,2025-01-01,5,Liberal Democrats,#FAA61A,76,8285.556074,12.747009
2043,UNS 2025-04-09,2025-01-01,7,Other,#808080,13,1957.223768,3.011113
2043,UNS 2025-04-09,2025-01-01,3,Plaid Cymru,#005B54,5,532.713298,0.819559
2043,UNS 2025-04-09,2025-01-01,2,Reform UK,#12B6CF,160,16127.683667,24.811821
2043,UNS 2025-04-09,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2043,UNS 2025-04-09,2025-01-01,8,Scottish National Party,#FFF95D,33,1712.021673,2.633879
2043,UNS 2025-04-09,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2043,UNS 2025-04-09,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2044,UNS 2025-04-10,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2044,UNS 2025-04-10,2025-01-01,4,Conservative,#0087DC,127,13353.726416,20.544194
2044,UNS 2025-04-10,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2044,UNS 2025-04-10,2025-01-01,6,Green,#6AB023,4,5884.066564,9.052410
2044,UNS 2025-04-10,2025-01-01,1,Labour,#E4003B,215,15433.886951,23.744441
2044,UNS 2025-04-10,2025-01-01,5,Liberal Democrats,#FAA61A,76,8285.556074,12.747009
2044,UNS 2025-04-10,2025-01-01,7,Other,#808080,13,1957.223768,3.011113
2044,UNS 2025-04-10,2025-01-01,3,Plaid Cymru,#005B54,5,532.713298,0.819559
2044,UNS 2025-04-10,2025-01-01,2,Reform UK,#12B6CF,160,16127.683667,24.811821
2044,UNS 2025-04-10,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2044,UNS 2025-04-10,2025-01-01,8,Scottish National Party,#FFF95D,33,1712.021673,2.633879
2044,UNS 2025-04-10,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2044,UNS 2025-04-10,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2045,UNS 2025-04-11,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2045,UNS 2025-04-11,2025-01-01,4,Conservative,#0087DC,127,13353.726416,20.544194
2045,UNS 2025-04-11,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2045,UNS 2025-04-11,2025-01-01,6,Green,#6AB023,4,5884.066564,9.052410
2045,UNS 2025-04-11,2025-01-01,1,Labour,#E4003B,215,15433.886951,23.744441
2045,UNS 2025-04-11,2025-01-01,5,Liberal Democrats,#FAA61A,76,8285.556074,12.747009
2045,UNS 2025-04-11,2025-01-01,7,Other,#808080,13,1957.223768,3.011113
2045,UNS 2025-04-11,2025-01-01,3,Plaid Cymru,#005B54,5,532.713298,0.819559
2045,UNS 2025-04-11,2025-01-01,2,Reform UK,#12B6CF,160,16127.683667,24.811821
2045,UNS 2025-04-11,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2045,UNS 2025-04-11,2025-01-01,8,Scottish National Party,#FFF95D,33,1712.021673,2.633879
2045,UNS 2025-04-11,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2045,UNS 2025-04-11,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2046,UNS 2025-04-12,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
2046,UNS 2025-04-12,2025-01-01,4,Conservative,#0087DC,127,13353.726416,20.544194
2046,UNS 2025-04-12,2025-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
2046,UNS 2025-04-12,2025-01-01,6,Green,#6AB023,4,5884.066564,9.052410
2046,UNS 2025-04-12,2025-01-01,1,Labour,#E4003B,215,15433.886951,23.744441
2046,UNS 2025-04-12,2025-01-01,5,Liberal Democrats,#FAA61A,76,8285.556074,12.747009
2046,UNS 2025-04-12,2025-01-01,7,Other,#808080,13,1957.223768,3.011113
2046,UNS 2025-04-12,2025-01-01,3,Plaid Cymru,#005B54,5,532.713298,0.819559
2046,UNS 2025-04-12,2025-01-01,2,Reform UK,#12B6CF,160,16127.683667,24.811821
2046,UNS 2025-04-12,2025-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
2046,UNS 2025-04-12,2025-01-01,8,Scottish National Party,#FFF95D,33,1712.021673,2.633879
2046,UNS 2025-04-12,2025-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
2046,UNS 2025-04-12,2025-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
2047,UNS 2025-04-13,2025-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
