election_id,election_name,as_of_date,party_id,party_name,party_colour,seats_won,vote_total_sum,vote_pct
1913,UNS 2024-11-30,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1914,UNS 2024-12-01,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1914,UNS 2024-12-01,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1914,UNS 2024-12-01,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1914,UNS 2024-12-01,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1914,UNS 2024-12-01,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1914,UNS 2024-12-01,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1914,UNS 2024-12-01,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1914,UNS 2024-12-01,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1914,UNS 2024-12-01,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1914,UNS 2024-12-01,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1914,UNS 2024-12-01,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1914,UNS 2024-12-01,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1914,UNS 2024-12-01,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1915,UNS 2024-12-02,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1915,UNS 2024-12-02,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1915,UNS 2024-12-02,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1915,UNS 2024-12-02,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1915,UNS 2024-12-02,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1915,UNS 2024-12-02,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1915,UNS 2024-12-02,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1915,UNS 2024-12-02,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1915,UNS 2024-12-02,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1915,UNS 2024-12-02,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1915,UNS 2024-12-02,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1915,UNS 2024-12-02,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1915,UNS 2024-12-02,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1916,UNS 2024-12-03,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1916,UNS 2024-12-03,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1916,UNS 2024-12-03,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1916,UNS 2024-12-03,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1916,UNS 2024-12-03,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1916,UNS 2024-12-03,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1916,UNS 2024-12-03,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1916,UNS 2024-12-03,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1916,UNS 2024-12-03,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1916,UNS 2024-12-03,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1916,UNS 2024-12-03,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1916,UNS 2024-12-03,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1916,UNS 2024-12-03,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1917,UNS 2024-12-04,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1917,UNS 2024-12-04,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1917,UNS 2024-12-04,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1917,UNS 2024-12-04,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1917,UNS 2024-12-04,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1917,UNS 2024-12-04,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1917,UNS 2024-12-04,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1917,UNS 2024-12-04,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1917,UNS 2024-12-04,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1917,UNS 2024-12-04,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1917,UNS 2024-12-04,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1917,UNS 2024-12-04,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1917,UNS 2024-12-04,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1918,UNS 2024-12-05,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1918,UNS 2024-12-05,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1918,UNS 2024-12-05,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1918,UNS 2024-12-05,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1918,UNS 2024-12-05,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1918,UNS 2024-12-05,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1918,UNS 2024-12-05,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1918,UNS 2024-12-05,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1918,UNS 2024-12-05,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1918,UNS 2024-12-05,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1918,UNS 2024-12-05,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1918,UNS 2024-12-05,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1918,UNS 2024-12-05,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1919,UNS 2024-12-06,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1919,UNS 2024-12-06,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1919,UNS 2024-12-06,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1919,UNS 2024-12-06,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1919,UNS 2024-12-06,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1919,UNS 2024-12-06,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1919,UNS 2024-12-06,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1919,UNS 2024-12-06,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1919,UNS 2024-12-06,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1919,UNS 2024-12-06,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1919,UNS 2024-12-06,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1919,UNS 2024-12-06,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1919,UNS 2024-12-06,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1920,UNS 2024-12-07,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1920,UNS 2024-12-07,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1920,UNS 2024-12-07,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1920,UNS 2024-12-07,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1920,UNS 2024-12-07,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1920,UNS 2024-12-07,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1920,UNS 2024-12-07,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1920,UNS 2024-12-07,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1920,UNS 2024-12-07,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1920,UNS 2024-12-07,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1920,UNS 2024-12-07,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1920,UNS 2024-12-07,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1920,UNS 2024-12-07,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1921,UNS 2024-12-08,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1921,UNS 2024-12-08,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1921,UNS 2024-12-08,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1921,UNS 2024-12-08,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1921,UNS 2024-12-08,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1921,UNS 2024-12-08,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1921,UNS 2024-12-08,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1921,UNS 2024-12-08,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1921,UNS 2024-12-08,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1921,UNS 2024-12-08,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1921,UNS 2024-12-08,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1921,UNS 2024-12-08,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1921,UNS 2024-12-08,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1922,UNS 2024-12-09,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1922,UNS 2024-12-09,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1922,UNS 2024-12-09,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1922,UNS 2024-12-09,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1922,UNS 2024-12-09,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1922,UNS 2024-12-09,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1922,UNS 2024-12-09,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1922,UNS 2024-12-09,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1922,UNS 2024-12-09,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1922,UNS 2024-12-09,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1922,UNS 2024-12-09,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1922,UNS 2024-12-09,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1922,UNS 2024-12-09,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1923,UNS 2024-12-10,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1923,UNS 2024-12-10,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1923,UNS 2024-12-10,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1923,UNS 2024-12-10,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1923,UNS 2024-12-10,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1923,UNS 2024-12-10,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1923,UNS 2024-12-10,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1923,UNS 2024-12-10,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1923,UNS 2024-12-10,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1923,UNS 2024-12-10,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1923,UNS 2024-12-10,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1923,UNS 2024-12-10,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1923,UNS 2024-12-10,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1924,UNS 2024-12-11,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1924,UNS 2024-12-11,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1924,UNS 2024-12-11,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1924,UNS 2024-12-11,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1924,UNS 2024-12-11,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1924,UNS 2024-12-11,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1924,UNS 2024-12-11,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1924,UNS 2024-12-11,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1924,UNS 2024-12-11,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1924,UNS 2024-12-11,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1924,UNS 2024-12-11,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1924,UNS 2024-12-11,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1924,UNS 2024-12-11,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1925,UNS 2024-12-12,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1925,UNS 2024-12-12,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1925,UNS 2024-12-12,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1925,UNS 2024-12-12,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1925,UNS 2024-12-12,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1925,UNS 2024-12-12,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1925,UNS 2024-12-12,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1925,UNS 2024-12-12,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1925,UNS 2024-12-12,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1925,UNS 2024-12-12,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1925,UNS 2024-12-12,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1925,UNS 2024-12-12,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1925,UNS 2024-12-12,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1926,UNS 2024-12-13,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1926,UNS 2024-12-13,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1926,UNS 2024-12-13,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1926,UNS 2024-12-13,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1926,UNS 2024-12-13,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1926,UNS 2024-12-13,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1926,UNS 2024-12-13,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1926,UNS 2024-12-13,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1926,UNS 2024-12-13,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1926,UNS 2024-12-13,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1926,UNS 2024-12-13,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1926,UNS 2024-12-13,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1926,UNS 2024-12-13,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1927,UNS 2024-12-14,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1927,UNS 2024-12-14,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1927,UNS 2024-12-14,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1927,UNS 2024-12-14,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1927,UNS 2024-12-14,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1927,UNS 2024-12-14,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1927,UNS 2024-12-14,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1927,UNS 2024-12-14,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1927,UNS 2024-12-14,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1927,UNS 2024-12-14,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1927,UNS 2024-12-14,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1927,UNS 2024-12-14,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1927,UNS 2024-12-14,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1928,UNS 2024-12-15,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1928,UNS 2024-12-15,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1928,UNS 2024-12-15,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1928,UNS 2024-12-15,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1928,UNS 2024-12-15,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1928,UNS 2024-12-15,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1928,UNS 2024-12-15,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1928,UNS 2024-12-15,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1928,UNS 2024-12-15,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1928,UNS 2024-12-15,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1928,UNS 2024-12-15,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1928,UNS 2024-12-15,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1928,UNS 2024-12-15,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1929,UNS 2024-12-16,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1929,UNS 2024-12-16,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1929,UNS 2024-12-16,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1929,UNS 2024-12-16,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1929,UNS 2024-12-16,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1929,UNS 2024-12-16,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1929,UNS 2024-12-16,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1929,UNS 2024-12-16,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1929,UNS 2024-12-16,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1929,UNS 2024-12-16,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1929,UNS 2024-12-16,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1929,UNS 2024-12-16,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1929,UNS 2024-12-16,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1930,UNS 2024-12-17,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1930,UNS 2024-12-17,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1930,UNS 2024-12-17,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1930,UNS 2024-12-17,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1930,UNS 2024-12-17,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1930,UNS 2024-12-17,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1930,UNS 2024-12-17,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1930,UNS 2024-12-17,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1930,UNS 2024-12-17,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1930,UNS 2024-12-17,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1930,UNS 2024-12-17,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1930,UNS 2024-12-17,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1930,UNS 2024-12-17,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1931,UNS 2024-12-18,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1931,UNS 2024-12-18,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1931,UNS 2024-12-18,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1931,UNS 2024-12-18,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1931,UNS 2024-12-18,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1931,UNS 2024-12-18,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1931,UNS 2024-12-18,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1931,UNS 2024-12-18,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1931,UNS 2024-12-18,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1931,UNS 2024-12-18,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1931,UNS 2024-12-18,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1931,UNS 2024-12-18,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1931,UNS 2024-12-18,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1932,UNS 2024-12-19,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1932,UNS 2024-12-19,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1932,UNS 2024-12-19,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1932,UNS 2024-12-19,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1932,UNS 2024-12-19,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1932,UNS 2024-12-19,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1932,UNS 2024-12-19,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1932,UNS 2024-12-19,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1932,UNS 2024-12-19,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1932,UNS 2024-12-19,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1932,UNS 2024-12-19,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1932,UNS 2024-12-19,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1932,UNS 2024-12-19,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1933,UNS 2024-12-20,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1933,UNS 2024-12-20,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1933,UNS 2024-12-20,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1933,UNS 2024-12-20,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1933,UNS 2024-12-20,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1933,UNS 2024-12-20,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1933,UNS 2024-12-20,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1933,UNS 2024-12-20,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1933,UNS 2024-12-20,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1933,UNS 2024-12-20,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1933,UNS 2024-12-20,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1933,UNS 2024-12-20,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1933,UNS 2024-12-20,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1934,UNS 2024-12-21,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1934,UNS 2024-12-21,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1934,UNS 2024-12-21,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1934,UNS 2024-12-21,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1934,UNS 2024-12-21,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1934,UNS 2024-12-21,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1934,UNS 2024-12-21,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1934,UNS 2024-12-21,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1934,UNS 2024-12-21,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1934,UNS 2024-12-21,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1934,UNS 2024-12-21,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1934,UNS 2024-12-21,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1934,UNS 2024-12-21,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
1935,UNS 2024-12-22,2024-01-01,10,Alliance,#F6CB2F,1,295.139650,0.454061
1935,UNS 2024-12-22,2024-01-01,4,Conservative,#0087DC,205,16671.776189,25.648886
1935,UNS 2024-12-22,2024-01-01,9,Democratic Unionist Party,#D46A4C,6,436.075878,0.670886
1935,UNS 2024-12-22,2024-01-01,6,Green,#6AB023,5,5203.801197,8.005848
1935,UNS 2024-12-22,2024-01-01,1,Labour,#E4003B,289,17693.489979,27.220754
1935,UNS 2024-12-22,2024-01-01,5,Liberal Democrats,#FAA61A,68,7325.069106,11.269337
1935,UNS 2024-12-22,2024-01-01,7,Other,#808080,12,1732.030514,2.664662
1935,UNS 2024-12-22,2024-01-01,3,Plaid Cymru,#005B54,3,413.709180,0.636476
1935,UNS 2024-12-22,2024-01-01,2,Reform UK,#12B6CF,23,12484.062770,19.206250
1935,UNS 2024-12-22,2024-01-01,12,SDLP,#2AA82C,2,223.765468,0.344255
1935,UNS 2024-12-22,2024-01-01,8,Scottish National Party,#FFF95D,28,1762.939476,2.712215
1935,UNS 2024-12-22,2024-01-01,13,Sinn Féin,#326760,7,528.288985,0.812752
1935,UNS 2024-12-22,2024-01-01,11,Ulster Unionist Party,#48A5EE,1,229.851610,0.353618
