election_id,election_name,as_of_date,party_id,seats_won,vote_pct
1198,UNS 2026-02-11,2026-02-11,12,2,0.338200
1198,UNS 2026-02-11,2026-02-11,13,7,0.798121
1200,UNS 2026-02-13,2026-02-13,1,146,19.811294
1200,UNS 2026-02-13,2026-02-13,2,300,28.716652
1200,UNS 2026-02-13,2026-02-13,3,4,0.935188
1200,UNS 2026-02-13,2026-02-13,4,64,17.649948
1200,UNS 2026-02-13,2026-02-13,5,76,11.437532
1200,UNS 2026-02-13,2026-02-13,6,9,13.293409
1200,UNS 2026-02-13,2026-02-13,7,15,3.294814
1200,UNS 2026-02-13,2026-02-13,8,19,2.264267
1200,UNS 2026-02-13,2026-02-13,9,6,0.661947
1200,UNS 2026-02-13,2026-02-13,10,1,0.447955
1200,UNS 2026-02-13,2026-02-13,11,1,0.349389
1200,UNS 2026-02-13,2026-02-13,12,2,0.338538
1200,UNS 2026-02-13,2026-02-13,13,7,0.799068
1201,UNS 2026-02-14,2026-02-14,1,148,19.913520
1201,UNS 2026-02-14,2026-02-14,2,296,28.668647
1201,UNS 2026-02-14,2026-02-14,3,5,0.930452
1201,UNS 2026-02-14,2026-02-14,4,65,17.608575
1201,UNS 2026-02-14,2026-02-14,5,76,11.404865
1201,UNS 2026-02-14,2026-02-14,6,9,13.269974
1201,UNS 2026-02-14,2026-02-14,7,15,3.344444
1201,UNS 2026-02-14,2026-02-14,8,19,2.260141
1201,UNS 2026-02-14,2026-02-14,9,6,0.662581
1201,UNS 2026-02-14,2026-02-14,10,1,0.448355
1201,UNS 2026-02-14,2026-02-14,11,1,0.349646
1201,UNS 2026-02-14,2026-02-14,12,2,0.338851
1201,UNS 2026-02-14,2026-02-14,13,7,0.799947
1203,UNS 2026-02-16,2026-02-16,1,146,19.822457
1203,UNS 2026-02-16,2026-02-16,2,297,28.644485
1203,UNS 2026-02-16,2026-02-16,3,5,1.017224
1203,UNS 2026-02-16,2026-02-16,4,65,17.524439
1203,UNS 2026-02-16,2026-02-16,5,77,11.367928
1203,UNS 2026-02-16,2026-02-16,6,9,13.238566
1203,UNS 2026-02-16,2026-02-16,7,15,3.416953
1203,UNS 2026-02-16,2026-02-16,8,19,2.368567
1203,UNS 2026-02-16,2026-02-16,9,6,0.662581
1203,UNS 2026-02-16,2026-02-16,10,1,0.448355
1203,UNS 2026-02-16,2026-02-16,11,1,0.349646
1203,UNS 2026-02-16,2026-02-16,12,2,0.338851
1203,UNS 2026-02-16,2026-02-16,13,7,0.799947
1204,UNS 2026-02-17,2026-02-17,1,149,19.886764
1204,UNS 2026-02-17,2026-02-17,2,296,28.624262
1204,UNS 2026-02-17,2026-02-17,3,4,1.013216
1204,UNS 2026-02-17,2026-02-17,4,65,17.630472
1204,UNS 2026-02-17,2026-02-17,5,76,11.302584
1204,UNS 2026-02-17,2026-02-17,6,9,13.168776
1204,UNS 2026-02-17,2026-02-17,7,15,3.417704
1204,UNS 2026-02-17,2026-02-17,8,19,2.354428
1204,UNS 2026-02-17,2026-02-17,9,6,0.663198
1204,UNS 2026-02-17,2026-02-17,10,1,0.448744
1204,UNS 2026-02-17,2026-02-17,11,1,0.349896
1204,UNS 2026-02-17,2026-02-17,12,2,0.339155
1204,UNS 2026-02-17,2026-02-17,13,7,0.800801
1205,UNS 2026-02-18,2026-02-18,1,146,19.761791
1205,UNS 2026-02-18,2026-02-18,2,299,28.608094
1205,UNS 2026-02-18,2026-02-18,3,5,1.022442
1205,UNS 2026-02-18,2026-02-18,4,64,17.548817
1205,UNS 2026-02-18,2026-02-18,5,76,11.218520
1205,UNS 2026-02-18,2026-02-18,6,9,13.330337
1205,UNS 2026-02-18,2026-02-18,7,15,3.554591
1205,UNS 2026-02-18,2026-02-18,8,19,2.351375
1205,UNS 2026-02-18,2026-02-18,9,6,0.663770
1205,UNS 2026-02-18,2026-02-18,10,1,0.449105
1205,UNS 2026-02-18,2026-02-18,11,1,0.350128
1205,UNS 2026-02-18,2026-02-18,12,2,0.339437
1205,UNS 2026-02-18,2026-02-18,13,7,0.801592
1208,UNS 2026-02-21,2026-02-21,1,146,19.761753
1208,UNS 2026-02-21,2026-02-21,2,299,28.608102
1208,UNS 2026-02-21,2026-02-21,3,5,1.022446
1208,UNS 2026-02-21,2026-02-21,4,64,17.548809
1208,UNS 2026-02-21,2026-02-21,5,76,11.218520
1208,UNS 2026-02-21,2026-02-21,6,9,13.330363
1208,UNS 2026-02-21,2026-02-21,7,15,3.554595
1208,UNS 2026-02-21,2026-02-21,8,19,2.351380
1208,UNS 2026-02-21,2026-02-21,9,6,0.663770
1208,UNS 2026-02-21,2026-02-21,10,1,0.449105
1208,UNS 2026-02-21,2026-02-21,11,1,0.350128
1208,UNS 2026-02-21,2026-02-21,12,2,0.339437
1208,UNS 2026-02-21,2026-02-21,13,7,0.801592
2574,UNS 2026-02-21,2026-02-21,1,152,19.995939
2574,UNS 2026-02-21,2026-02-21,2,293,28.351343
2574,UNS 2026-02-21,2026-02-21,3,5,1.106885
2574,UNS 2026-02-21,2026-02-21,4,64,17.379445
2574,UNS 2026-02-21,2026-02-21,5,76,10.832023
2574,UNS 2026-02-21,2026-02-21,6,9,13.349227
2574,UNS 2026-02-21,2026-02-21,7,15,3.616177
2574,UNS 2026-02-21,2026-02-21,8,19,2.734262
2574,UNS 2026-02-21,2026-02-21,9,6,0.670707
2574,UNS 2026-02-21,2026-02-21,10,1,0.453925
2574,UNS 2026-02-21,2026-02-21,11,1,0.353528
2574,UNS 2026-02-21,2026-02-21,12,2,0.344091
2574,UNS 2026-02-21,2026-02-21,13,7,0.812448
1210,UNS 2026-02-23,2026-02-23,1,146,19.595579
1210,UNS 2026-02-23,2026-02-23,2,299,28.517301
1210,UNS 2026-02-23,2026-02-23,3,5,1.115483
1210,UNS 2026-02-23,2026-02-23,4,64,17.389970
1210,UNS 2026-02-23,2026-02-23,5,76,11.226218
1210,UNS 2026-02-23,2026-02-23,6,9,13.219685
1210,UNS 2026-02-23,2026-02-23,7,15,3.595307
1210,UNS 2026-02-23,2026-02-23,8,19,2.736424
1210,UNS 2026-02-23,2026-02-23,9,6,0.663770
1210,UNS 2026-02-23,2026-02-23,10,1,0.449105
1210,UNS 2026-02-23,2026-02-23,11,1,0.350128
1210,UNS 2026-02-23,2026-02-23,12,2,0.339437
1210,UNS 2026-02-23,2026-02-23,13,7,0.801592
2576,UNS 2026-02-23,2026-02-23,1,151,19.254803
2576,UNS 2026-02-23,2026-02-23,2,298,28.434817
2576,UNS 2026-02-23,2026-02-23,3,5,1.315362
2576,UNS 2026-02-23,2026-02-23,4,60,16.636633
2576,UNS 2026-02-23,2026-02-23,5,76,10.519126
2576,UNS 2026-02-23,2026-02-23,6,9,13.816102
2576,UNS 2026-02-23,2026-02-23,7,15,3.886573
2576,UNS 2026-02-23,2026-02-23,8,19,3.501932
2576,UNS 2026-02-23,2026-02-23,9,6,0.670697
2576,UNS 2026-02-23,2026-02-23,10,1,0.453918
2576,UNS 2026-02-23,2026-02-23,11,1,0.353523
2576,UNS 2026-02-23,2026-02-23,12,2,0.344082
2576,UNS 2026-02-23,2026-02-23,13,7,0.812432
1212,UNS 2026-02-25,2026-02-25,1,146,19.595540
1212,UNS 2026-02-25,2026-02-25,2,299,28.517339
1212,UNS 2026-02-25,2026-02-25,3,5,1.115487
1212,UNS 2026-02-25,2026-02-25,4,64,17.389942
1212,UNS 2026-02-25,2026-02-25,5,76,11.226187
1212,UNS 2026-02-25,2026-02-25,6,9,13.219732
1212,UNS 2026-02-25,2026-02-25,7,15,3.595316
1212,UNS 2026-02-25,2026-02-25,8,19,2.736425
1212,UNS 2026-02-25,2026-02-25,9,6,0.663770
1212,UNS 2026-02-25,2026-02-25,10,1,0.449105
1212,UNS 2026-02-25,2026-02-25,11,1,0.350128
1212,UNS 2026-02-25,2026-02-25,12,2,0.339437
1212,UNS 2026-02-25,2026-02-25,13,7,0.801592
2578,UNS 2026-02-25,2026-02-25,1,146,18.877438
2578,UNS 2026-02-25,2026-02-25,2,298,28.191363
2578,UNS 2026-02-25,2026-02-25,3,6,1.341869
2578,UNS 2026-02-25,2026-02-25,4,60,16.645853
2578,UNS 2026-02-25,2026-02-25,5,77,10.518193
2578,UNS 2026-02-25,2026-02-25,6,10,14.271462
2578,UNS 2026-02-25,2026-02-25,7,17,4.088941
2578,UNS 2026-02-25,2026-02-25,8,19,3.430176
2578,UNS 2026-02-25,2026-02-25,9,6,0.670708
2578,UNS 2026-02-25,2026-02-25,10,1,0.453926
2578,UNS 2026-02-25,2026-02-25,11,1,0.353528
2578,UNS 2026-02-25,2026-02-25,12,2,0.344092
2578,UNS 2026-02-25,2026-02-25,13,7,0.812450
1213,UNS 2026-02-26,2026-02-26,1,146,19.595540
1213,UNS 2026-02-26,2026-02-26,2,299,28.517339
1213,UNS 2026-02-26,2026-02-26,3,5,1.115487
1213,UNS 2026-02-26,2026-02-26,4,64,17.389942
1213,UNS 2026-02-26,2026-02-26,5,76,11.226187
1213,UNS 2026-02-26,2026-02-26,6,9,13.219732
1213,UNS 2026-02-26,2026-02-26,7,15,3.595316
1213,UNS 2026-02-26,2026-02-26,8,19,2.736425
1213,UNS 2026-02-26,2026-02-26,9,6,0.663770
1213,UNS 2026-02-26,2026-02-26,10,1,0.449105
1213,UNS 2026-02-26,2026-02-26,11,1,0.350128
1213,UNS 2026-02-26,2026-02-26,12,2,0.339437
1213,UNS 2026-02-26,2026-02-26,13,7,0.801592
2579,UNS 2026-02-26,2026-02-26,1,143,18.906838
2579,UNS 2026-02-26,2026-02-26,2,301,28.377663
2579,UNS 2026-02-26,2026-02-26,3,6,1.252991
2579,UNS 2026-02-26,2026-02-26,4,60,16.772925
2579,UNS 2026-02-26,2026-02-26,5,77,10.465091
2579,UNS 2026-02-26,2026-02-26,6,10,14.305935
2579,UNS 2026-02-26,2026-02-26,7,15,4.158331
2579,UNS 2026-02-26,2026-02-26,8,21,3.125522
2579,UNS 2026-02-26,2026-02-26,9,6,0.670708
2579,UNS 2026-02-26,2026-02-26,10,1,0.453926
2579,UNS 2026-02-26,2026-02-26,11,1,0.353528
2579,UNS 2026-02-26,2026-02-26,12,2,0.344092
2579,UNS 2026-02-26,2026-02-26,13,7,0.812450
1214,UNS 2026-02-27,2026-02-27,1,146,19.573883
1214,UNS 2026-02-27,2026-02-27,2,302,28.615105
1214,UNS 2026-02-27,2026-02-27,3,4,1.066830
1214,UNS 2026-02-27,2026-02-27,4,64,17.379748
1214,UNS 2026-02-27,2026-02-27,5,76,11.239954
1214,UNS 2026-02-27,2026-02-27,6,9,13.223551
1214,UNS 2026-02-27,2026-02-27,7,15,3.691285
1214,UNS 2026-02-27,2026-02-27,8,17,2.603132
1214,UNS 2026-02-27,2026-02-27,9,6,0.664404
1214,UNS 2026-02-27,2026-02-27,10,1,0.449505
1214,UNS 2026-02-27,2026-02-27,11,1,0.350385
1214,UNS 2026-02-27,2026-02-27,12,2,0.339750
1214,UNS 2026-02-27,2026-02-27,13,7,0.802469
2580,UNS 2026-02-27,2026-02-27,1,135,18.781500
2580,UNS 2026-02-27,2026-02-27,2,313,28.681747
2580,UNS 2026-02-27,2026-02-27,3,6,1.195618
2580,UNS 2026-02-27,2026-02-27,4,55,16.576948
2580,UNS 2026-02-27,2026-02-27,5,77,10.495286
2580,UNS 2026-02-27,2026-02-27,6,11,14.327604
2580,UNS 2026-02-27,2026-02-27,7,15,4.375869
2580,UNS 2026-02-27,2026-02-27,8,21,2.930635
2580,UNS 2026-02-27,2026-02-27,9,6,0.670726
2580,UNS 2026-02-27,2026-02-27,10,1,0.453940
2580,UNS 2026-02-27,2026-02-27,11,1,0.353537
2580,UNS 2026-02-27,2026-02-27,12,2,0.344108
2580,UNS 2026-02-27,2026-02-27,13,7,0.812481
1215,UNS 2026-02-28,2026-02-28,1,146,19.573883
1215,UNS 2026-02-28,2026-02-28,2,302,28.615105
1215,UNS 2026-02-28,2026-02-28,3,4,1.066830
1215,UNS 2026-02-28,2026-02-28,4,64,17.379748
1215,UNS 2026-02-28,2026-02-28,5,76,11.239954
1215,UNS 2026-02-28,2026-02-28,6,9,13.223551
1215,UNS 2026-02-28,2026-02-28,7,15,3.691285
1215,UNS 2026-02-28,2026-02-28,8,17,2.603132
1215,UNS 2026-02-28,2026-02-28,9,6,0.664404
1215,UNS 2026-02-28,2026-02-28,10,1,0.449505
1215,UNS 2026-02-28,2026-02-28,11,1,0.350385
1215,UNS 2026-02-28,2026-02-28,12,2,0.339750
1215,UNS 2026-02-28,2026-02-28,13,7,0.802469
2581,UNS 2026-02-28,2026-02-28,1,140,18.831718
2581,UNS 2026-02-28,2026-02-28,2,309,28.690522
2581,UNS 2026-02-28,2026-02-28,3,5,1.189320
2581,UNS 2026-02-28,2026-02-28,4,55,16.603144
2581,UNS 2026-02-28,2026-02-28,5,77,10.532585
2581,UNS 2026-02-28,2026-02-28,6,11,14.150172
2581,UNS 2026-02-28,2026-02-28,7,17,4.406105
2581,UNS 2026-02-28,2026-02-28,8,19,2.961684
2581,UNS 2026-02-28,2026-02-28,9,6,0.670718
2581,UNS 2026-02-28,2026-02-28,10,1,0.453933
2581,UNS 2026-02-28,2026-02-28,11,1,0.353533
2581,UNS 2026-02-28,2026-02-28,12,2,0.344101
2581,UNS 2026-02-28,2026-02-28,13,7,0.812466
1216,UNS 2026-03-01,2026-03-01,1,146,19.573883
1216,UNS 2026-03-01,2026-03-01,2,302,28.615105
1216,UNS 2026-03-01,2026-03-01,3,4,1.066830
1216,UNS 2026-03-01,2026-03-01,4,64,17.379748
1216,UNS 2026-03-01,2026-03-01,5,76,11.239954
1216,UNS 2026-03-01,2026-03-01,6,9,13.223551
1216,UNS 2026-03-01,2026-03-01,7,15,3.691285
1216,UNS 2026-03-01,2026-03-01,8,17,2.603132
1216,UNS 2026-03-01,2026-03-01,9,6,0.664404
1216,UNS 2026-03-01,2026-03-01,10,1,0.449505
1216,UNS 2026-03-01,2026-03-01,11,1,0.350385
1216,UNS 2026-03-01,2026-03-01,12,2,0.339750
1216,UNS 2026-03-01,2026-03-01,13,7,0.802469
2582,UNS 2026-03-01,2026-03-01,1,140,18.749681
2582,UNS 2026-03-01,2026-03-01,2,308,28.430279
2582,UNS 2026-03-01,2026-03-01,3,6,1.249512
2582,UNS 2026-03-01,2026-03-01,4,57,16.534919
2582,UNS 2026-03-01,2026-03-01,5,77,10.488391
2582,UNS 2026-03-01,2026-03-01,6,11,14.302362
2582,UNS 2026-03-01,2026-03-01,7,17,4.575525
2582,UNS 2026-03-01,2026-03-01,8,17,3.033759
2582,UNS 2026-03-01,2026-03-01,9,6,0.670886
2582,UNS 2026-03-01,2026-03-01,10,1,0.454061
2582,UNS 2026-03-01,2026-03-01,11,1,0.353618
2582,UNS 2026-03-01,2026-03-01,12,2,0.344255
2582,UNS 2026-03-01,2026-03-01,13,7,0.812752
2583,UNS 2026-03-02,2026-03-02,1,140,18.749681
2583,UNS 2026-03-02,2026-03-02,2,308,28.430279
2583,UNS 2026-03-02,2026-03-02,3,6,1.249512
2583,UNS 2026-03-02,2026-03-02,4,57,16.534919
2583,UNS 2026-03-02,2026-03-02,5,77,10.488391
2583,UNS 2026-03-02,2026-03-02,6,11,14.302362
2583,UNS 2026-03-02,2026-03-02,7,17,4.575525
2583,UNS 2026-03-02,2026-03-02,8,17,3.033759
2583,UNS 2026-03-02,2026-03-02,9,6,0.670886
2583,UNS 2026-03-02,2026-03-02,10,1,0.454061
2583,UNS 2026-03-02,2026-03-02,11,1,0.353618
2583,UNS 2026-03-02,2026-03-02,12,2,0.344255
2583,UNS 2026-03-02,2026-03-02,13,7,0.812752
