code,seats,change,votepercent,votepercentchange
conservative,21,-1,31.46,-0.22
labour,53,6,43.59,4.25
libdems,1,-5,7.31,-14.27
ukip,0,0,13.34,10.34
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,2.99,2.14
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,0,1.3,-2.25
total,75,,100.00,
