code,seats,change,votepercent,votepercentchange
conservative,51,0,49.44,2.48
labour,3,1,21.57,1.99
libdems,2,-2,9.22,-14.82
ukip,2,1,15.31,10.3
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,3.6,2.19
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,0,0.86,-2.14
total,58,,100.00,
