code,seats,change,votepercent,votepercentchange
conservative,17,-2,32.44,0.06
labour,34,3,39.12,5.25
libdems,2,-1,7.65,-14.96
ukip,1,1,15.39,11.75
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,3.27,2.26
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,-1,2.13,-4.36
total,54,,100.00,
