code,seats,change,votepercent,votepercentchange
conservative,0,0,0.0,0.0
labour,0,0,0.0,0.0
libdems,0,0,0.0,0.0
ukip,0,0,1.52,1.43
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,0.48,0.42
uu,0,0,16.74,-0.95
sdlp,3,0,14.55,-2.11
dup,9,1,26.01,0.24
sinnfein,5,0,25.4,0.02
alliance,0,-1,8.27,1.84
other,1,0,7.02,-0.9
total,18,,100.00,
