code,seats,change,votepercent,votepercentchange
conservative,0,0,0.0,0.0
labour,0,0,0.0,0.0
libdems,0,0,0.0,0.0
ukip,0,0,0.08,-0.01
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,0.05,-0.01
uu,0,0,13.04,-4.65
sdlp,3,0,15.57,-1.09
dup,9,1,25.81,0.04
sinnfein,5,0,25.17,-0.21
alliance,0,-1,5.97,-0.46
other,1,0,14.31,6.39
total,18,,100.00,
