code,seats,change,votepercent,votepercentchange
conservative,22,-6,31.18,-3.18
labour,46,8,43.73,7.29
libdems,5,-2,9.92,-12.07
ukip,0,0,8.62,6.3
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,5.12,3.62
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,0,1.43,-1.97
total,73,,100.00,
