code,seats,change,votepercent,votepercentchange
conservative,42,6,40.25,-2.54
labour,7,3,20.5,5.12
libdems,6,-9,19.28,-15.41
ukip,0,0,13.33,9.44
snp,0,0,0.0,0.0
plaidcymru,0,0,0.0,0.0
green,0,0,5.95,4.19
uu,0,0,0.0,0.0
sdlp,0,0,0.0,0.0
dup,0,0,0.0,0.0
sinnfein,0,0,0.0,0.0
alliance,0,0,0.0,0.0
other,0,0,0.69,-0.81
total,55,,100.00,
